result,venue,season,win_percent_before_team2,win_percent_diff,draw_percent_before_team2,lose_percent_before_team2,head2head_win_percent,head2head_draw_percent,head2head_lost_percent,is_opponent_big6,ELO_before_match_team2,ELO_before_diff,average_score_before_match_team1,average_score_before_match_team2,average_score_before_match_diff
W,Away,2004-2005,0.8,0.0,0.2,0.0,0.6666666666666666,0.1111111111111111,0.2222222222222222,0,1576.2331208839546,367.0416215850753,2.6,2.6,0.0
D,Home,2004-2005,0.4,0.4,0.2,0.4,1.0,0.0,0.0,1,1475.3074962393337,534.8782689750767,2.6,1.4,1.2000000000000002
L,Away,2004-2005,0.2,0.6000000000000001,0.2,0.6,0.4285714285714285,0.5714285714285714,0.0,0,1344.6736500896516,642.7111929663065,2.6,0.8,1.8
W,Home,2004-2005,0.4,0.19999999999999996,0.4,0.2,0.5555555555555556,0.3333333333333333,0.1111111111111111,0,1460.890679493556,524.9858465317009,2.0,1.6,0.3999999999999999
L,Home,2004-2005,0.8,-0.20000000000000007,0.2,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,1925.112240485878,63.66672944302559,2.0,2.6,-0.6000000000000001
W,Away,2004-2005,0.4,0.0,0.2,0.4,0.7777777777777778,0.2222222222222222,0.0,0,1353.6598946375611,590.8231892633037,1.4,1.4,0.0
W,Home,2004-2005,0.4,0.0,0.2,0.4,0.0,1.0,0.0,0,1240.483223730103,776.5801641535913,1.4,1.4,0.0
D,Away,2004-2005,0.2,0.39999999999999997,0.4,0.4,0.5555555555555556,0.2222222222222222,0.2222222222222222,0,1106.4044113883494,911.719644194365,1.8,1.0,0.8
W,Home,2004-2005,0.2,0.39999999999999997,0.0,0.8,0.3333333333333333,0.6666666666666666,0.0,0,1282.2258621373392,760.63674023322,2.0,0.6,1.4
W,Away,2004-2005,0.4,0.19999999999999996,0.2,0.4,0.5714285714285714,0.1428571428571428,0.2857142857142857,0,1296.6853880149436,747.2611478673912,2.0,1.4,0.6000000000000001
W,Home,2004-2005,0.2,0.6000000000000001,0.0,0.8,1.0,0.0,0.0,0,963.0456032519204,1142.5655543073835,2.6,0.6,2.0
W,Away,2004-2005,0.2,0.6000000000000001,0.4,0.4,0.8888888888888888,0.0,0.1111111111111111,0,1628.591719785195,477.14105360842905,2.6,1.0,1.6
D,Away,2004-2005,0.8,0.0,0.2,0.0,0.4444444444444444,0.5555555555555556,0.0,1,2380.381817510316,-215.91632069406933,2.6,2.6,0.0
W,Home,2004-2005,0.4,0.4,0.6,0.0,0.5555555555555556,0.4444444444444444,0.0,1,1593.007778195568,557.654174877862,2.6,1.8,0.8
W,Away,2004-2005,0.2,0.6000000000000001,0.6,0.2,0.6666666666666666,0.3333333333333333,0.0,0,1146.4720301950222,1006.6140996929946,2.6,1.2,1.4000000000000001
W,Home,2004-2005,0.2,0.6000000000000001,0.4,0.4,0.4,0.4,0.2,1,1781.7068339100847,446.15167831036524,2.6,1.0,1.6
W,Home,2004-2005,0.6,0.20000000000000007,0.2,0.2,0.6666666666666666,0.1111111111111111,0.2222222222222222,0,1723.687766391556,509.51146555306536,2.6,2.0,0.6000000000000001
L,Away,2004-2005,0.2,0.6000000000000001,0.4,0.4,0.8,0.2,0.0,0,1296.8681917009965,942.0175705603208,2.6,1.0,1.6
W,Home,2005-2006,0.0,0.0,0.0,0.0,0.6,0.3,0.1,0,1500.0,0.0,0.0,0.0,0.0
L,Away,2005-2006,1.0,0.0,0.0,0.0,0.4,0.6,0.0,1,1531.25,6.25,3.0,3.0,0.0
W,Home,2005-2006,0.0,0.5,0.5,0.5,0.875,0.125,0.0,0,1472.1098902902888,34.70220364313127,1.5,0.5,1.0
L,Away,2005-2006,0.25,0.41666666666666663,0.25,0.5,0.9,0.0,0.1,0,1464.8652394074727,81.34153561087305,2.0,1.0,1.0
W,Home,2005-2006,0.25,0.25,0.0,0.75,0.7,0.1,0.2,0,1426.9118811806566,95.23033067791039,1.5,0.75,0.75
D,Away,2005-2006,0.6,0.0,0.2,0.2,0.6666666666666666,0.3333333333333333,0.0,0,1593.2237009479918,-43.61015311868459,1.8,2.0,-0.19999999999999996
W,Home,2005-2006,0.2,0.2,0.4,0.4,0.6666666666666666,0.1666666666666666,0.1666666666666666,0,1441.184109276076,105.30781264365214,1.4,1.0,0.3999999999999999
L,Away,2005-2006,0.0,0.6,0.2,0.8,0.75,0.25,0.0,0,1362.3673873869336,206.18243465117007,2.0,0.2,1.8
W,Home,2005-2006,0.4,0.0,0.2,0.4,0.875,0.125,0.0,1,1586.5356704353885,-32.59941969031138,1.4,1.4,0.0
D,Away,2005-2006,0.6,0.0,0.4,0.0,0.6,0.4,0.0,1,1597.95167033948,-9.841848086733762,2.0,2.2,-0.20000000000000018
W,Home,2005-2006,0.2,0.2,0.2,0.6,0.5,0.3333333333333333,0.1666666666666666,0,1260.7846123307943,326.61722138454707,1.6,0.8,0.8
W,Away,2005-2006,1.0,-0.4,0.0,0.0,0.0,0.0,0.0,0,1724.2305890912637,-126.900966941158,2.0,3.0,-1.0
W,Home,2005-2006,0.4,0.19999999999999996,0.2,0.4,0.625,0.125,0.25,0,1458.3743560775424,159.27307011873654,2.0,1.4,0.6000000000000001
L,Away,2005-2006,0.6,0.20000000000000007,0.0,0.4,0.375,0.5,0.125,0,1539.9208161209554,102.71663340311898,2.6,1.8,0.8
L,Away,2005-2006,0.4,0.19999999999999996,0.2,0.4,0.6,0.3,0.1,0,1457.6816343859969,158.2303008098711,2.0,1.4,0.6000000000000001
L,Home,2005-2006,0.8,-0.20000000000000007,0.0,0.2,0.4,0.5,0.1,1,1908.448722653197,-310.4634487665073,1.8,2.4,-0.5999999999999999
W,Away,2005-2006,0.2,0.2,0.0,0.8,0.7,0.1,0.2,0,1481.6751013918883,105.55368119529476,1.2,0.6,0.6
W,Home,2005-2006,0.2,0.2,0.2,0.6,0.5,0.5,0.0,0,1242.6893547276372,385.0017247037679,1.2,0.8,0.3999999999999999
D,Away,2005-2006,0.2,0.2,0.6,0.2,0.8,0.2,0.0,0,1440.3850807690965,196.52170479178312,1.2,1.2,0.0
D,Home,2005-2006,0.8,-0.4,0.2,0.0,0.3,0.3,0.4,1,1914.7752840455184,-265.06483983875864,1.4,2.6,-1.2000000000000002
W,Home,2005-2006,0.0,0.4,0.6,0.4,0.8,0.0,0.2,0,1366.0513391342638,299.7289168459465,1.6,0.6,1.0
L,Away,2005-2006,0.6,0.0,0.0,0.4,0.8,0.1,0.1,0,1417.434858765114,265.35311300292983,2.2,1.8,0.40000000000000013
L,Home,2005-2006,0.4,0.0,0.0,0.6,0.5714285714285714,0.4285714285714285,0.0,0,1605.488583172845,66.1518605934632,1.6,1.2,0.40000000000000013
W,Away,2005-2006,0.4,-0.2,0.2,0.4,0.7142857142857143,0.1428571428571428,0.1428571428571428,0,1153.5266469738358,480.9846585185819,1.0,1.4,-0.3999999999999999
D,Home,2005-2006,0.2,0.2,0.8,0.0,0.3333333333333333,0.4444444444444444,0.2222222222222222,0,1679.1541886987468,25.92947015249797,1.4,1.4,0.0
L,Away,2005-2006,0.2,0.2,0.2,0.6,0.4,0.4,0.2,1,1839.9316133104328,-136.71027352563215,1.4,0.8,0.5999999999999999
L,Away,2005-2006,0.6,-0.39999999999999997,0.0,0.4,0.6666666666666666,0.1111111111111111,0.2222222222222222,0,1516.8854841571117,143.38711539098222,0.8,1.8,-1.0
W,Away,2005-2006,0.4,-0.2,0.0,0.6,0.8888888888888888,0.1111111111111111,0.0,0,1345.1487979388312,296.0851737472274,0.8,1.2,-0.3999999999999999
W,Home,2005-2006,0.6,-0.19999999999999996,0.2,0.2,0.4,0.4,0.2,1,1849.068858066831,-128.5121720862794,1.4,2.0,-0.6000000000000001
W,Home,2005-2006,0.2,0.2,0.6,0.2,0.7,0.1,0.2,0,1464.4978007320517,298.3680582937218,1.4,1.2,0.19999999999999996
W,Home,2005-2006,0.2,0.39999999999999997,0.4,0.4,0.7,0.3,0.0,0,1403.945821184441,372.2364619455607,1.8,1.0,0.8
L,Away,2005-2006,1.0,-0.19999999999999996,0.0,0.0,0.2,0.4,0.4,1,2212.4207053663004,-425.7375008015292,2.4,3.0,-0.6000000000000001
D,Away,2005-2006,0.6,0.20000000000000007,0.2,0.2,0.6,0.4,0.0,0,1033.624642110827,684.0123850221503,2.4,2.0,0.3999999999999999
W,Home,2005-2006,0.0,0.6,0.4,0.6,0.6,0.2,0.2,0,1158.3305176139322,583.3502999933198,2.0,0.4,1.6
D,Home,2005-2006,0.6,0.0,0.0,0.4,0.6,0.4,0.0,1,1735.3753870782737,8.827909647396382,2.0,1.8,0.19999999999999996
W,Away,2005-2006,0.0,0.4,0.4,0.6,0.5714285714285714,0.2857142857142857,0.1428571428571428,0,546.5730200087312,1196.9951942208186,1.6,0.4,1.2000000000000002
W,Away,2005-2006,0.2,0.2,0.0,0.8,0.8888888888888888,0.1111111111111111,0.0,1,1300.0665051265205,530.912772933548,1.6,0.6,1.0
W,Home,2005-2006,0.2,0.39999999999999997,0.2,0.6,1.0,0.0,0.0,0,1406.8318724892886,495.77604821550335,2.2,0.8,1.4000000000000001
D,Home,2006-2007,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0,1500.0,0.0,0.0,0.0,0.0
L,Away,2006-2007,0.0,0.0,0.5,0.5,0.9,0.1,0.0,1,1462.4163108539303,37.58368914606967,1.0,0.5,0.5
D,Home,2006-2007,0.3333333333333333,-0.3333333333333333,0.0,0.6666666666666666,0.9,0.0,0.1,0,1465.5762964055289,6.541034074414256,0.5,1.0,-0.5
W,Away,2006-2007,1.0,-1.0,0.0,0.0,0.1,0.4,0.5,1,1660.1111981262577,-188.46447728249245,0.6666666666666666,3.0,-2.3333333333333335
W,Home,2006-2007,0.0,0.25,0.4,0.6,0.0,0.0,0.0,0,1410.7032342334974,76.72986057085495,1.25,0.4,0.85
W,Away,2006-2007,0.2,0.2,0.0,0.8,0.8,0.1,0.1,0,1370.0663151550173,151.60883142921057,1.6,0.6,1.0
W,Home,2006-2007,0.0,0.6,0.6,0.4,0.0,0.0,0.0,0,1430.5142724791456,135.24297152633153,2.0,0.6,1.4
W,Away,2006-2007,0.6,0.20000000000000007,0.2,0.2,0.0,0.0,0.0,0,1565.1746302415463,28.11350044105052,2.6,2.0,0.6000000000000001
D,Home,2006-2007,0.2,0.8,0.6,0.2,0.7,0.1,0.2,0,1608.9938537853438,34.95401202503513,3.0,1.2,1.8
L,Away,2006-2007,0.2,0.6000000000000001,0.0,0.8,0.5,0.375,0.125,0,1373.9200488751967,267.5211250614134,2.6,0.6,2.0
W,Home,2006-2007,0.4,0.19999999999999996,0.2,0.4,0.4,0.4,0.2,1,1519.7254850280156,110.68201060383149,2.0,1.4,0.6000000000000001
D,Home,2006-2007,0.0,0.6,0.4,0.6,0.6,0.2,0.2,0,1319.4455139120194,341.2277102614712,2.0,0.4,1.6
L,Away,2006-2007,0.2,0.2,0.2,0.6,0.3,0.5,0.2,0,1579.6993661011838,62.12417111857826,1.6,0.8,0.8
L,Away,2006-2007,0.2,0.0,0.2,0.6,0.9,0.1,0.0,0,1461.8883291696477,149.0699394768426,1.0,0.8,0.19999999999999996
W,Home,2006-2007,0.4,-0.2,0.4,0.2,0.5,0.5,0.0,1,1519.4941957360827,72.8557472021148,0.8,1.6,-0.8
D,Away,2006-2007,0.6,-0.19999999999999996,0.2,0.2,0.4,0.4,0.2,1,1827.7289453251424,-200.67104295869603,1.4,2.0,-0.6000000000000001
W,Away,2006-2007,0.2,0.0,0.4,0.4,1.0,0.0,0.0,0,1503.521508223104,110.51382874328897,1.0,1.0,0.0
D,Home,2006-2007,0.4,0.0,0.4,0.2,0.5,0.5,0.0,0,1608.536742455702,46.366524857112836,1.4,1.6,-0.20000000000000018
W,Home,2006-2007,0.4,0.0,0.2,0.4,0.6,0.1,0.3,0,1450.7369034295157,200.84969071787077,1.6,1.4,0.20000000000000018
W,Away,2006-2007,0.0,0.6,0.4,0.6,1.0,0.0,0.0,0,1161.0679383337847,512.9587877543217,2.2,0.4,1.8000000000000003
L,Away,2006-2007,0.4,0.19999999999999996,0.2,0.4,1.0,0.0,0.0,0,1341.2577628595209,392.1687747525684,2.2,1.4,0.8000000000000003
W,Home,2006-2007,0.2,0.39999999999999997,0.2,0.6,0.9,0.1,0.0,0,1218.933545487391,508.5739879055043,2.0,0.8,1.2
W,Away,2006-2007,0.8,-0.20000000000000007,0.0,0.2,0.7,0.0,0.3,0,1514.7775133571358,217.49313469784988,2.0,2.4,-0.3999999999999999
W,Home,2006-2007,0.8,0.0,0.2,0.0,0.2,0.3,0.5,1,2088.521311465284,-297.9273376077433,2.4,2.6,-0.20000000000000018
D,Away,2006-2007,0.6,0.20000000000000007,0.2,0.2,0.8,0.1,0.1,0,1527.158343055648,316.40342252273604,2.4,2.0,0.3999999999999999
W,Home,2006-2007,0.2,0.39999999999999997,0.0,0.8,1.0,0.0,0.0,0,1239.1561084157545,622.442146007457,2.0,0.6,1.4
W,Home,2006-2007,0.8,0.0,0.0,0.2,1.0,0.0,0.0,0,1527.6997007206128,335.5884890885968,2.6,2.4,0.20000000000000018
W,Away,2006-2007,0.4,0.4,0.2,0.4,0.7,0.3,0.0,0,1402.2973438601202,468.90029534690507,2.6,1.4,1.2000000000000002
L,Away,2006-2007,0.4,0.4,0.4,0.2,0.6,0.2,0.2,0,1662.2322575699704,267.5266215783247,2.6,1.6,1.0
L,Away,2006-2007,0.2,0.39999999999999997,0.4,0.4,0.5,0.3,0.2,1,1935.9947135072528,-17.269225187284746,2.0,1.0,1.0
L,Home,2006-2007,0.4,0.19999999999999996,0.0,0.6,0.4444444444444444,0.3333333333333333,0.2222222222222222,0,1100.645276587935,772.1574146660369,1.8,1.2,0.6000000000000001
D,Away,2006-2007,0.2,0.2,0.2,0.6,0.6,0.3,0.1,0,1436.8821315944483,374.1456936704126,1.2,0.8,0.3999999999999999
W,Home,2006-2007,0.4,-0.2,0.2,0.4,0.3,0.4,0.3,0,1636.6229360181885,194.20585002710027,0.8,1.4,-0.5999999999999999
W,Home,2006-2007,0.6,-0.39999999999999997,0.4,0.0,0.8,0.1,0.1,1,1382.8710587294408,463.35734147873904,0.8,2.2,-1.4000000000000001
D,Away,2006-2007,0.6,-0.19999999999999996,0.2,0.2,0.6,0.4,0.0,1,1605.5608766473806,245.53732983500936,1.4,2.0,-0.6000000000000001
W,Home,2006-2007,0.0,0.4,0.4,0.6,0.8,0.1,0.1,0,1260.4019625602475,605.9115353408372,1.6,0.4,1.2000000000000002
D,Home,2006-2007,0.6,0.0,0.4,0.0,0.4,0.4,0.2,1,2246.942437321869,-378.4045688928745,2.2,2.2,0.0
D,Away,2006-2007,0.4,0.19999999999999996,0.2,0.4,0.4285714285714285,0.5714285714285714,0.0,0,1684.5702267306128,203.88170527300394,2.2,1.4,0.8000000000000003
W,Home,2007-2008,0.0,0.0,0.0,0.0,0.8,0.1,0.1,0,1500.0,0.0,0.0,0.0,0.0
D,Away,2007-2008,1.0,0.0,0.0,0.0,0.7,0.0,0.3,0,1531.25,0.0,3.0,3.0,0.0
W,Home,2007-2008,1.0,-0.5,0.0,0.0,0.8,0.1,0.1,1,1590.8270890560036,-59.577089056003615,2.0,3.0,-1.0
W,Home,2007-2008,0.25,0.41666666666666663,0.5,0.25,0.375,0.625,0.0,0,1495.4952108048897,72.31152258462544,2.333333333333333,1.25,1.083333333333333
W,Away,2007-2008,0.2,0.55,0.2,0.6,0.5,0.5,0.0,1,1461.5682196470254,136.04444251487848,2.5,0.8,1.7
W,Home,2007-2008,0.2,0.6000000000000001,0.0,0.8,0.75,0.25,0.0,0,1364.7864521955023,284.30285998842214,2.6,0.6,2.0
W,Away,2007-2008,0.6,0.20000000000000007,0.2,0.2,0.4,0.3,0.3,0,1546.4009042261278,118.9815200660737,2.6,2.0,0.6000000000000001
W,Home,2007-2008,0.2,0.8,0.2,0.6,0.625,0.25,0.125,0,1435.564121263785,271.37044518857124,3.0,0.8,2.2
W,Home,2007-2008,0.0,1.0,0.4,0.6,0.3,0.4,0.3,0,1381.0549027757213,336.7134553016856,3.0,0.4,2.6
D,Away,2007-2008,0.4,0.6,0.6,0.0,0.5,0.2,0.3,1,1672.04792747613,55.15821369866421,3.0,1.8,1.2
D,Home,2007-2008,1.0,-0.19999999999999996,0.0,0.0,0.3,0.2,0.5,1,1720.262673073238,10.879408724383211,2.6,3.0,-0.3999999999999999
W,Away,2007-2008,0.4,0.19999999999999996,0.0,0.6,1.0,0.0,0.0,0,1387.3411204431798,343.01838073371414,2.2,1.2,1.0000000000000002
W,Home,2007-2008,0.0,0.6,0.0,1.0,1.0,0.0,0.0,0,1295.4606487259507,500.7564574520072,2.2,0.0,2.2
W,Away,2007-2008,0.8,-0.20000000000000007,0.2,0.0,0.7,0.3,0.0,0,1765.7189069703006,34.47478539485837,2.2,2.6,-0.3999999999999999
D,Away,2007-2008,0.0,0.6,0.2,0.8,0.5,0.4,0.1,0,1505.571263959455,328.9631168125568,2.2,0.2,2.0
L,Away,2007-2008,0.0,0.6,0.6,0.4,0.7,0.2,0.1,0,1250.4629825002016,602.5300344966956,2.2,0.6,1.6
W,Home,2007-2008,0.8,-0.20000000000000007,0.2,0.0,0.3,0.5,0.2,1,1824.3461645699888,26.757876026394115,2.0,2.6,-0.6000000000000001
W,Home,2007-2008,0.6,0.0,0.2,0.2,0.5,0.5,0.0,1,1428.0889912853524,451.86306650697634,2.0,2.0,0.0
D,Away,2007-2008,0.4,0.19999999999999996,0.2,0.4,0.4444444444444444,0.5555555555555556,0.0,0,1648.4189888419132,235.84966546563555,2.0,1.4,0.6000000000000001
W,Away,2007-2008,0.6,-0.19999999999999996,0.2,0.2,0.5,0.2,0.3,0,1605.808014584333,293.22959433439746,1.6,2.0,-0.3999999999999999
W,Home,2007-2008,0.6,0.0,0.2,0.2,0.4,0.3,0.3,0,1604.559471796365,368.32432042538176,2.0,2.0,0.0
D,Home,2007-2008,0.2,0.6000000000000001,0.4,0.4,0.75,0.125,0.125,0,1232.9101904068198,748.009447486975,2.6,1.0,1.6
W,Away,2007-2008,0.0,0.6,0.4,0.6,0.8,0.1,0.1,0,1116.2284257585534,840.3566804639033,2.2,0.4,1.8000000000000003
W,Home,2007-2008,0.0,0.6,0.2,0.8,0.4,0.5,0.1,0,1375.9228101733297,667.474139452783,2.2,0.2,2.0
W,Away,2007-2008,0.2,0.6000000000000001,0.6,0.2,0.8,0.1,0.1,1,1681.7207824379466,363.51316211454855,2.6,1.2,1.4000000000000001
W,Home,2007-2008,0.4,0.4,0.6,0.0,0.7,0.1,0.2,0,1654.2835953787364,457.71362146107754,2.6,1.8,0.8
D,Away,2007-2008,0.0,0.8,0.6,0.4,0.6666666666666666,0.2222222222222222,0.1111111111111111,0,1137.1588914971755,979.8581761554585,2.6,0.6,2.0
D,Home,2007-2008,0.4,0.4,0.4,0.2,0.7,0.3,0.0,0,1829.906871708857,311.9332726149089,2.6,1.6,1.0
D,Away,2007-2008,0.4,0.19999999999999996,0.2,0.4,1.0,0.0,0.0,0,1332.1896040777387,791.7697192119463,2.2,1.4,0.8000000000000003
D,Home,2007-2008,0.2,0.2,0.4,0.4,0.6,0.2,0.2,0,1237.740675733225,910.699828690801,1.8,1.0,0.8
L,Away,2007-2008,0.6,-0.39999999999999997,0.4,0.0,0.4,0.4,0.2,1,2147.37427603606,-23.670787113569986,1.4,2.2,-0.8000000000000003
W,Away,2007-2008,0.0,0.0,0.2,0.8,0.3,0.4,0.3,0,1061.896974137617,1028.4307402742695,0.8,0.2,0.6000000000000001
D,Home,2007-2008,0.8,-0.6000000000000001,0.0,0.2,0.5,0.2,0.3,1,1869.2318990796075,283.42846032722446,1.2,2.4,-1.2
L,Away,2007-2008,0.8,-0.6000000000000001,0.2,0.0,0.3,0.3,0.4,1,2240.461167581421,-104.61986961951516,1.2,2.6,-1.4000000000000001
W,Home,2007-2008,0.2,0.0,0.2,0.6,1.0,0.0,0.0,0,1118.5935446300318,976.8622094216157,1.0,0.8,0.19999999999999996
W,Away,2007-2008,0.0,0.4,0.2,0.8,0.8,0.2,0.0,0,540.1744422617835,1555.5512967340273,1.4,0.2,1.2
W,Home,2007-2008,0.2,0.39999999999999997,0.4,0.4,0.6,0.2,0.2,0,1823.846590658136,365.6170413264372,2.0,1.0,1.0
W,Away,2007-2008,0.4,0.19999999999999996,0.0,0.6,0.6666666666666666,0.2222222222222222,0.1111111111111111,0,1199.2656896363098,996.9882319561023,2.0,1.2,0.8
W,Home,2008-2009,0.0,0.0,0.0,0.0,0.6666666666666666,0.1666666666666666,0.1666666666666666,0,1500.0,0.0,0.0,0.0,0.0
L,Away,2008-2009,0.0,1.0,0.0,1.0,0.8,0.1,0.1,0,1468.75,62.5,3.0,0.0,3.0
W,Home,2008-2009,0.5,0.0,0.5,0.0,0.5,0.4,0.1,0,1534.6098902902888,-29.04820804275846,1.5,2.0,-0.5
W,Away,2008-2009,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8,0.1,0.1,0,1491.917880001949,61.04312954904208,2.0,1.3333333333333333,0.6666666666666667
W,Away,2008-2009,0.25,0.5,0.25,0.5,0.4,0.3,0.3,0,1473.1484136628458,134.8396473731143,2.25,1.0,1.25
L,Home,2008-2009,0.4,0.4,0.4,0.2,0.0,0.0,0.0,0,1496.413059741492,162.9395328864282,2.4,1.6,0.7999999999999998
D,Away,2008-2009,0.4,0.19999999999999996,0.2,0.4,0.7,0.2,0.1,0,1459.664633496726,154.77005522973468,1.8,1.4,0.40000000000000013
W,Home,2008-2009,0.2,0.39999999999999997,0.4,0.4,0.6,0.2,0.2,0,1444.665375227552,180.2233961695149,2.0,1.0,1.0
W,Away,2008-2009,0.4,0.19999999999999996,0.0,0.6,0.4,0.3,0.3,0,1499.5794384839976,144.93251741269432,2.0,1.2,0.8
D,Home,2008-2009,0.2,0.39999999999999997,0.2,0.6,0.6,0.4,0.0,1,1366.2145008995165,330.59218642469114,2.0,0.8,1.2
L,Away,2008-2009,0.4,0.0,0.0,0.6,0.0,0.0,0.0,0,1382.2169785126498,296.07793942789317,1.6,1.2,0.40000000000000013
W,Home,2008-2009,0.8,-0.4,0.2,0.0,0.3,0.3,0.4,1,1668.9559517741352,-0.279563209960088,1.6,2.6,-1.0
L,Home,2008-2009,0.4,0.19999999999999996,0.2,0.4,0.7,0.3,0.0,0,1594.036653831086,105.9148799651548,2.0,1.4,0.6000000000000001
L,Away,2008-2009,0.2,0.2,0.2,0.6,0.8,0.1,0.1,1,1471.711222240726,179.6499687164096,1.4,0.8,0.5999999999999999
W,Away,2008-2009,0.8,-0.6000000000000001,0.2,0.0,0.3,0.4,0.3,1,1930.6874050095569,-302.27577099942823,0.8,2.6,-1.8
W,Home,2008-2009,0.6,-0.19999999999999996,0.4,0.0,0.8333333333333334,0.1666666666666666,0.0,0,1453.4736163751902,184.26976476699474,1.2,2.2,-1.0000000000000002
D,Away,2008-2009,0.2,0.39999999999999997,0.4,0.4,0.5,0.3,0.2,0,1414.7390786438164,239.07728228898554,1.8,1.0,0.8
D,Home,2008-2009,0.4,0.0,0.6,0.0,0.4,0.3,0.3,1,1810.9749366643407,-142.239257589599,1.4,1.8,-0.40000000000000013
D,Away,2008-2009,0.6,-0.19999999999999996,0.4,0.0,0.6,0.3,0.1,0,1731.3369737893631,-52.90227025942113,1.6,2.2,-0.6000000000000001
W,Home,2008-2009,0.2,0.2,0.2,0.6,0.4,0.6,0.0,0,1346.533981151966,328.12324613496685,1.8,0.8,1.0
W,Home,2008-2009,0.2,0.2,0.0,0.8,0.5,0.2,0.3,0,1388.021078084687,294.84727524018285,1.8,0.6,1.2000000000000002
W,Away,2008-2009,0.0,0.4,0.2,0.8,0.0,0.0,1.0,0,1373.6613885443749,318.8832893570975,1.8,0.2,1.6
D,Away,2008-2009,0.6,0.0,0.4,0.0,0.6,0.2,0.2,0,1617.93120540099,139.29588857327576,2.2,2.2,0.0
D,Home,2008-2009,0.8,-0.20000000000000007,0.2,0.0,0.5,0.2,0.3,0,1481.8749664500388,284.87064827866175,2.2,2.6,-0.3999999999999999
D,Away,2008-2009,0.2,0.39999999999999997,0.2,0.6,0.5,0.5,0.0,1,1372.189249256272,377.6806577521663,2.2,0.8,1.4000000000000001
D,Home,2008-2009,0.4,0.0,0.4,0.2,0.7,0.3,0.0,0,1343.1862651909903,426.5786356420608,1.8,1.6,0.19999999999999996
D,Home,2008-2009,0.4,-0.2,0.2,0.4,0.8,0.0,0.2,0,1483.7389892510112,264.9774695065805,1.4,1.4,0.0
W,Away,2008-2009,0.0,0.0,0.2,0.8,0.7142857142857143,0.1428571428571428,0.1428571428571428,0,1091.419274934595,641.2310618527447,1.0,0.2,0.8
W,Home,2008-2009,0.4,-0.2,0.2,0.4,0.8,0.1,0.1,0,1427.6748544554052,378.1503912790288,1.4,1.4,0.0
W,Away,2008-2009,0.2,0.2,0.4,0.4,0.5,0.4,0.1,0,1374.7561538299358,440.6177636574323,1.8,1.0,0.8
W,Home,2008-2009,0.4,0.19999999999999996,0.2,0.4,0.7,0.1,0.2,1,1544.0075309208166,340.86547457805295,2.2,1.4,0.8000000000000003
W,Away,2008-2009,0.4,0.4,0.0,0.6,0.8571428571428571,0.1428571428571428,0.0,0,1376.628574335402,517.486784652619,2.6,1.2,1.4000000000000001
D,Away,2008-2009,1.0,0.0,0.0,0.0,0.3,0.4,0.3,1,2133.7426029214203,-156.36124288368023,3.0,3.0,0.0
W,Home,2008-2009,0.2,0.6000000000000001,0.4,0.4,0.4,0.4,0.2,0,1154.553363448083,812.2796206905155,2.6,1.0,1.6
W,Away,2008-2009,0.2,0.6000000000000001,0.6,0.2,0.5,0.5,0.0,0,1293.737381707938,673.7879662963635,2.6,1.2,1.4000000000000001
L,Home,2008-2009,0.8,0.0,0.2,0.0,0.3,0.4,0.3,1,2092.3003188301004,-39.04772675525555,2.6,2.6,0.0
D,Away,2008-2009,1.0,-0.4,0.0,0.0,0.3,0.3,0.4,1,2303.1681364383658,-288.76915057340693,2.0,3.0,-1.0
W,Home,2008-2009,0.6,-0.19999999999999996,0.0,0.4,0.0,0.0,1.0,0,1371.7060592720638,625.6656758332929,1.6,1.8,-0.19999999999999996
W,Away,2009-2010,0.0,0.0,0.0,0.0,0.6,0.2,0.2,0,1500.0,0.0,0.0,0.0,0.0
W,Home,2009-2010,0.0,1.0,0.0,1.0,0.6,0.4,0.0,0,1437.5,112.5,3.0,0.0,3.0
L,Away,2009-2010,0.6666666666666666,0.33333333333333337,0.0,0.3333333333333333,0.3,0.4,0.3,1,1557.039151945739,23.01973280862171,3.0,2.0,1.0
L,Away,2009-2010,1.0,-0.33333333333333337,0.0,0.0,0.7,0.1,0.2,1,1610.6704764580472,-59.794112485797314,2.0,3.0,-1.0
W,Home,2009-2010,0.4,0.09999999999999998,0.0,0.6,0.875,0.125,0.0,0,1462.0354647001225,44.95007297254688,1.5,1.2,0.30000000000000004
W,Away,2009-2010,0.4,0.19999999999999996,0.0,0.6,0.7,0.1,0.2,0,1466.254751975155,81.57486412123285,1.8,1.2,0.6000000000000001
W,Home,2009-2010,0.4,0.19999999999999996,0.2,0.4,0.8,0.1,0.1,0,1480.8743728032878,105.41055417377333,1.8,1.4,0.40000000000000013
W,Home,2009-2010,0.2,0.39999999999999997,0.0,0.8,0.6,0.3,0.1,0,1404.6058144734295,214.7533015343936,1.8,0.6,1.2000000000000002
D,Away,2009-2010,0.0,0.8,0.2,0.8,0.4,0.3,0.3,0,1379.6764811620978,256.56474060097185,2.4,0.2,2.1999999999999997
W,Home,2009-2010,0.4,0.4,0.2,0.4,0.5,0.5,0.0,1,1602.8881373278882,49.05831941949759,2.6,1.4,1.2000000000000002
