date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sot,pkatt,season,team,url
2021-04-25,12:00,Premier League,Matchweek 33,Sun,Home,L,0,4,Burnley,0.4,2.0,58.0,,Conor Coady,3-4-1-2,Darren England,Match Report,,2.0,0,2020-2021,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2020-2021/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2021-05-03,18:00,Premier League,Matchweek 34,Mon,Away,D,1,1,West Brom,1.0,1.1,57.0,,Conor Coady,4-2-3-1,Paul Tierney,Match Report,,10.0,0,2020-2021,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2020-2021/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2021-05-09,12:00,Premier League,Matchweek 35,Sun,Home,W,2,1,Brighton,1.1,0.3,61.0,,Conor Coady,4-2-3-1,Jonathan Moss,Match Report,,6.0,0,2020-2021,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2020-2021/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2021-05-16,14:05,Premier League,Matchweek 36,Sun,Away,L,0,2,Tottenham,0.9,3.2,38.0,,Conor Coady,4-2-3-1,Martin Atkinson,Match Report,,3.0,0,2020-2021,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2020-2021/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2021-05-19,18:00,Premier League,Matchweek 37,Wed,Away,L,0,1,Everton,0.3,0.7,59.0,4988.0,Conor Coady,3-4-1-2,Andy Madley,Match Report,,3.0,0,2020-2021,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2020-2021/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2021-05-23,16:00,Premier League,Matchweek 38,Sun,Home,L,1,2,Manchester Utd,0.9,2.0,57.0,4500.0,Conor Coady,3-5-2,Mike Dean,Match Report,,4.0,0,2020-2021,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2020-2021/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2019-08-11,14:00,Premier League,Matchweek 1,Sun,Away,D,0,0,Leicester City,0.7,0.7,31.0,32015.0,Conor Coady,3-5-2,Andre Marriner,Match Report,,2.0,0,2019-2020,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2019-2020/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2019-08-19,20:00,Premier League,Matchweek 2,Mon,Home,D,1,1,Manchester Utd,0.3,1.2,35.0,31314.0,Conor Coady,3-5-2,Jonathan Moss,Match Report,,2.0,0,2019-2020,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2019-2020/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2019-08-25,16:30,Premier League,Matchweek 3,Sun,Home,D,1,1,Burnley,1.5,1.6,65.0,30522.0,Conor Coady,3-5-2,Craig Pawson,Match Report,,1.0,1,2019-2020,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2019-2020/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2019-09-01,14:00,Premier League,Matchweek 4,Sun,Away,L,2,3,Everton,2.0,1.3,42.0,39374.0,Conor Coady,3-5-2,Anthony Taylor,Match Report,,5.0,0,2019-2020,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2019-2020/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2019-09-14,15:00,Premier League,Matchweek 5,Sat,Home,L,2,5,Chelsea,1.7,2.7,46.0,31534.0,Conor Coady,3-5-2,Graham Scott,Match Report,,4.0,0,2019-2020,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2019-2020/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2019-09-22,14:00,Premier League,Matchweek 6,Sun,Away,D,1,1,Crystal Palace,1.5,0.9,49.0,25122.0,Conor Coady,3-4-3,Stuart Attwell,Match Report,,4.0,0,2019-2020,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2019-2020/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2019-09-28,15:00,Premier League,Matchweek 7,Sat,Home,W,2,0,Watford,1.4,1.4,39.0,30711.0,Conor Coady,3-4-3,Paul Tierney,Match Report,,2.0,0,2019-2020,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2019-2020/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2019-10-06,14:00,Premier League,Matchweek 8,Sun,Away,W,2,0,Manchester City,1.0,1.4,25.0,54435.0,Conor Coady,3-5-2,Craig Pawson,Match Report,,2.0,0,2019-2020,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2019-2020/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2019-10-19,15:00,Premier League,Matchweek 9,Sat,Home,D,1,1,Southampton,0.9,1.4,57.0,30915.0,Conor Coady,3-5-2,Peter Bankes,Match Report,,0.0,1,2019-2020,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2019-2020/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2019-10-27,14:00,Premier League,Matchweek 10,Sun,Away,D,1,1,Newcastle Utd,2.1,1.0,56.0,46019.0,Conor Coady,3-5-2,Kevin Friend,Match Report,,5.0,0,2019-2020,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2019-2020/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2019-11-02,15:00,Premier League,Matchweek 11,Sat,Away,D,1,1,Arsenal,1.8,0.9,43.0,60383.0,Conor Coady,3-4-3,Michael Oliver,Match Report,,8.0,0,2019-2020,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2019-2020/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2019-11-10,14:00,Premier League,Matchweek 12,Sun,Home,W,2,1,Aston Villa,2.4,0.6,50.0,31607.0,Conor Coady,3-4-3,Anthony Taylor,Match Report,,5.0,0,2019-2020,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2019-2020/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2019-11-23,15:00,Premier League,Matchweek 13,Sat,Away,W,2,1,Bournemouth,1.1,0.6,53.0,10539.0,Conor Coady,3-4-3,Simon Hooper,Match Report,,7.0,0,2019-2020,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2019-2020/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2019-12-01,14:00,Premier League,Matchweek 14,Sun,Home,D,1,1,Sheffield Utd,1.3,1.5,59.0,31642.0,Conor Coady,3-4-3,David Coote,Match Report,,3.0,0,2019-2020,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2019-2020/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2019-12-04,19:30,Premier League,Matchweek 15,Wed,Home,W,2,0,West Ham,1.5,0.6,50.0,31217.0,Conor Coady,3-4-3,Andre Marriner,Match Report,,7.0,0,2019-2020,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2019-2020/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2019-12-08,16:30,Premier League,Matchweek 16,Sun,Away,D,2,2,Brighton,1.5,1.2,39.0,30189.0,Conor Coady,3-4-3,Jonathan Moss,Match Report,,6.0,0,2019-2020,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2019-2020/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2019-12-15,14:00,Premier League,Matchweek 17,Sun,Home,L,1,2,Tottenham,0.9,0.9,58.0,31674.0,Conor Coady,3-4-3,Stuart Attwell,Match Report,,5.0,0,2019-2020,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2019-2020/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2019-12-21,15:00,Premier League,Matchweek 18,Sat,Away,W,2,1,Norwich City,1.4,1.3,50.0,27053.0,Conor Coady,3-4-3,Peter Bankes,Match Report,,4.0,0,2019-2020,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2019-2020/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2019-12-27,19:45,Premier League,Matchweek 19,Fri,Home,W,3,2,Manchester City,2.6,1.5,62.0,31737.0,Conor Coady,3-4-3,Martin Atkinson,Match Report,,8.0,0,2019-2020,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2019-2020/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2019-12-29,16:30,Premier League,Matchweek 20,Sun,Away,L,0,1,Liverpool,0.5,1.2,38.0,53326.0,Conor Coady,3-5-2,Anthony Taylor,Match Report,,2.0,0,2019-2020,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2019-2020/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2020-01-01,15:00,Premier League,Matchweek 21,Wed,Away,L,1,2,Watford,1.2,1.1,63.0,20584.0,Conor Coady,3-4-3,Andy Madley,Match Report,,4.0,0,2019-2020,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2019-2020/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2020-01-11,15:00,Premier League,Matchweek 22,Sat,Home,D,1,1,Newcastle Utd,1.6,0.2,65.0,31570.0,Conor Coady,3-4-3,Peter Bankes,Match Report,,3.0,0,2019-2020,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2019-2020/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2020-01-18,15:00,Premier League,Matchweek 23,Sat,Away,W,3,2,Southampton,2.4,0.7,47.0,31152.0,Conor Coady,3-4-3,Darren England,Match Report,,3.0,1,2019-2020,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2019-2020/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2020-01-23,20:00,Premier League,Matchweek 24,Thu,Home,L,1,2,Liverpool,1.8,1.1,47.0,31746.0,Conor Coady,3-4-1-2,Michael Oliver,Match Report,,3.0,0,2019-2020,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2019-2020/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2020-02-01,17:30,Premier League,Matchweek 25,Sat,Away,D,0,0,Manchester Utd,1.3,1.0,36.0,73363.0,Conor Coady,3-4-3,Paul Tierney,Match Report,,4.0,0,2019-2020,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2019-2020/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2020-02-14,20:00,Premier League,Matchweek 26,Fri,Home,D,0,0,Leicester City,1.0,0.7,42.0,31682.0,Conor Coady,3-4-3,Mike Dean,Match Report,,3.0,0,2019-2020,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2019-2020/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2020-02-23,14:00,Premier League,Matchweek 27,Sun,Home,W,3,0,Norwich City,2.9,0.4,40.0,31046.0,Conor Coady,3-5-2,Chris Kavanagh,Match Report,,6.0,0,2019-2020,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2019-2020/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2020-03-01,14:00,Premier League,Matchweek 28,Sun,Away,W,3,2,Tottenham,2.6,1.7,35.0,58064.0,Conor Coady,3-4-3,Stuart Attwell,Match Report,,4.0,0,2019-2020,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2019-2020/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2020-03-07,15:00,Premier League,Matchweek 29,Sat,Home,D,0,0,Brighton,0.8,0.3,43.0,31490.0,Conor Coady,3-5-2,Andre Marriner,Match Report,,1.0,0,2019-2020,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2019-2020/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2020-06-20,17:30,Premier League,Matchweek 30,Sat,Away,W,2,0,West Ham,1.0,0.5,58.0,,Conor Coady,3-5-2,Anthony Taylor,Match Report,,6.0,0,2019-2020,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2019-2020/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2020-06-24,18:00,Premier League,Matchweek 31,Wed,Home,W,1,0,Bournemouth,1.7,0.1,54.0,,Conor Coady,3-4-3,Michael Oliver,Match Report,,2.0,0,2019-2020,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2019-2020/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2020-06-27,12:30,Premier League,Matchweek 32,Sat,Away,W,1,0,Aston Villa,0.7,0.6,52.0,,Conor Coady,3-5-2,Craig Pawson,Match Report,,2.0,0,2019-2020,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2019-2020/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2020-07-04,17:30,Premier League,Matchweek 33,Sat,Home,L,0,2,Arsenal,1.2,1.3,53.0,,Conor Coady,3-5-2,Michael Oliver,Match Report,,1.0,0,2019-2020,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2019-2020/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2020-07-08,18:00,Premier League,Matchweek 34,Wed,Away,L,0,1,Sheffield Utd,0.4,0.5,56.0,,Conor Coady,3-4-3,Martin Atkinson,Match Report,,1.0,0,2019-2020,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2019-2020/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2020-07-12,12:00,Premier League,Matchweek 35,Sun,Home,W,3,0,Everton,2.6,0.3,55.0,,Conor Coady,3-4-3,Anthony Taylor,Match Report,,6.0,1,2019-2020,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2019-2020/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2020-07-15,18:00,Premier League,Matchweek 36,Wed,Away,D,1,1,Burnley,1.2,1.9,53.0,,Conor Coady,3-4-3,Mike Dean,Match Report,,5.0,0,2019-2020,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2019-2020/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2020-07-20,20:15,Premier League,Matchweek 37,Mon,Home,W,2,0,Crystal Palace,1.5,0.4,53.0,,Conor Coady,3-4-3,Peter Bankes,Match Report,,5.0,0,2019-2020,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2019-2020/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2020-07-26,16:00,Premier League,Matchweek 38,Sun,Away,L,0,2,Chelsea,0.2,1.4,38.0,,Conor Coady,3-4-3,Stuart Attwell,Match Report,,1.0,0,2019-2020,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2019-2020/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2018-08-11,17:30,Premier League,Matchweek 1,Sat,Home,D,2,2,Everton,1.0,1.0,58.0,31231.0,Conor Coady,3-4-3,Craig Pawson,Match Report,,4.0,0,2018-2019,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2018-2019/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2018-08-18,15:00,Premier League,Matchweek 2,Sat,Away,L,0,2,Leicester City,1.1,0.2,57.0,32043.0,Conor Coady,3-4-3,Mike Dean,Match Report,,2.0,0,2018-2019,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2018-2019/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2018-08-25,12:30,Premier League,Matchweek 3,Sat,Home,D,1,1,Manchester City,1.0,1.6,29.0,31322.0,Conor Coady,3-4-3,Martin Atkinson,Match Report,,2.0,0,2018-2019,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2018-2019/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2018-09-01,15:00,Premier League,Matchweek 4,Sat,Away,W,1,0,West Ham,1.0,1.1,52.0,56947.0,Conor Coady,3-4-3,Chris Kavanagh,Match Report,,6.0,0,2018-2019,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2018-2019/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2018-09-16,13:30,Premier League,Matchweek 5,Sun,Home,W,1,0,Burnley,2.6,0.3,59.0,30406.0,Conor Coady,3-4-3,Andre Marriner,Match Report,,6.0,0,2018-2019,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2018-2019/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2018-09-22,15:00,Premier League,Matchweek 6,Sat,Away,D,1,1,Manchester Utd,1.0,0.6,36.0,74489.0,Conor Coady,3-4-3,Kevin Friend,Match Report,,8.0,0,2018-2019,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2018-2019/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2018-09-29,15:00,Premier League,Matchweek 7,Sat,Home,W,2,0,Southampton,1.6,0.8,49.0,31147.0,Conor Coady,3-4-3,Stuart Attwell,Match Report,,6.0,0,2018-2019,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2018-2019/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2018-10-06,15:00,Premier League,Matchweek 8,Sat,Away,W,1,0,Crystal Palace,0.7,1.4,33.0,25715.0,Conor Coady,3-4-3,Michael Oliver,Match Report,,2.0,0,2018-2019,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2018-2019/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2018-10-20,15:00,Premier League,Matchweek 9,Sat,Home,L,0,2,Watford,0.7,1.1,45.0,31144.0,Conor Coady,3-4-3,Lee Mason,Match Report,,1.0,0,2018-2019,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2018-2019/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2018-10-27,15:00,Premier League,Matchweek 10,Sat,Away,L,0,1,Brighton,1.4,0.9,60.0,30654.0,Conor Coady,3-4-3,Anthony Taylor,Match Report,,7.0,0,2018-2019,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2018-2019/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2018-11-03,19:45,Premier League,Matchweek 11,Sat,Home,L,2,3,Tottenham,2.7,1.4,49.0,31185.0,Conor Coady,3-4-3,Mike Dean,Match Report,,5.0,2,2018-2019,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2018-2019/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2018-11-11,16:30,Premier League,Matchweek 12,Sun,Away,D,1,1,Arsenal,1.9,0.9,29.0,60030.0,Conor Coady,3-4-3,Stuart Attwell,Match Report,,5.0,0,2018-2019,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2018-2019/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2018-11-25,16:00,Premier League,Matchweek 13,Sun,Home,L,0,2,Huddersfield,0.8,0.7,46.0,30130.0,Conor Coady,3-4-3,Kevin Friend,Match Report,,2.0,0,2018-2019,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2018-2019/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2018-11-30,20:00,Premier League,Matchweek 14,Fri,Away,L,1,2,Cardiff City,0.8,1.0,52.0,30213.0,Conor Coady,3-4-3,Andre Marriner,Match Report,,4.0,0,2018-2019,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2018-2019/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2018-12-05,19:45,Premier League,Matchweek 15,Wed,Home,W,2,1,Chelsea,0.7,1.3,30.0,31300.0,Conor Coady,3-4-3,Jonathan Moss,Match Report,,2.0,0,2018-2019,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2018-2019/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2018-12-09,16:00,Premier League,Matchweek 16,Sun,Away,W,2,1,Newcastle Utd,1.8,0.6,49.0,50223.0,Conor Coady,3-4-3,Mike Dean,Match Report,,6.0,0,2018-2019,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2018-2019/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2018-12-15,15:00,Premier League,Matchweek 17,Sat,Home,W,2,0,Bournemouth,1.8,0.6,38.0,30997.0,Conor Coady,3-4-1-2,Simon Hooper,Match Report,,4.0,0,2018-2019,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2018-2019/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2018-12-21,20:00,Premier League,Matchweek 18,Fri,Home,L,0,2,Liverpool,0.9,1.9,39.0,31358.0,Conor Coady,3-4-1-2,Craig Pawson,Match Report,,5.0,0,2018-2019,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2018-2019/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2018-12-26,12:30,Premier League,Matchweek 19,Wed,Away,D,1,1,Fulham,1.4,1.2,70.0,24382.0,Conor Coady,3-4-1-2,Andre Marriner,Match Report,,5.0,0,2018-2019,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2018-2019/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2018-12-29,15:00,Premier League,Matchweek 20,Sat,Away,W,3,1,Tottenham,0.9,0.3,40.0,46356.0,Conor Coady,3-4-3,Stuart Attwell,Match Report,,4.0,0,2018-2019,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2018-2019/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2019-01-02,19:45,Premier League,Matchweek 21,Wed,Home,L,0,2,Crystal Palace,0.5,1.9,52.0,30666.0,Conor Coady,3-4-3,Roger East,Match Report,,1.0,0,2018-2019,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2018-2019/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2019-01-14,20:00,Premier League,Matchweek 22,Mon,Away,L,0,3,Manchester City,0.1,2.8,24.0,54171.0,Conor Coady,3-5-2,Craig Pawson,Match Report,,0.0,0,2018-2019,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2018-2019/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2019-01-19,12:30,Premier League,Matchweek 23,Sat,Home,W,4,3,Leicester City,1.9,1.9,46.0,31278.0,Conor Coady,3-5-2,Chris Kavanagh,Match Report,,7.0,0,2018-2019,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2018-2019/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2019-01-29,19:45,Premier League,Matchweek 24,Tue,Home,W,3,0,West Ham,2.2,0.2,55.0,31122.0,Conor Coady,3-5-2,David Coote,Match Report,,9.0,0,2018-2019,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2018-2019/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2019-02-02,15:00,Premier League,Matchweek 25,Sat,Away,W,3,1,Everton,1.4,1.2,36.0,39380.0,Conor Coady,3-5-2,Lee Mason,Match Report,,3.0,1,2018-2019,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2018-2019/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2019-02-11,20:00,Premier League,Matchweek 26,Mon,Home,D,1,1,Newcastle Utd,2.3,0.4,59.0,30687.0,Conor Coady,3-5-2,Graham Scott,Match Report,,6.0,0,2018-2019,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2018-2019/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2019-02-23,15:00,Premier League,Matchweek 27,Sat,Away,D,1,1,Bournemouth,1.5,2.4,55.0,10671.0,Conor Coady,3-5-2,Roger East,Match Report,,1.0,1,2018-2019,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2018-2019/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2019-02-26,19:45,Premier League,Matchweek 28,Tue,Away,L,0,1,Huddersfield,0.6,1.6,50.0,22714.0,Conor Coady,3-5-2,David Coote,Match Report,,0.0,0,2018-2019,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2018-2019/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2019-03-02,15:00,Premier League,Matchweek 29,Sat,Home,W,2,0,Cardiff City,2.8,0.6,56.0,31309.0,Conor Coady,3-5-2,Andre Marriner,Match Report,,6.0,0,2018-2019,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2018-2019/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2019-03-10,14:05,Premier League,Matchweek 30,Sun,Away,D,1,1,Chelsea,0.5,1.1,24.0,40692.0,Conor Coady,3-5-2,Michael Oliver,Match Report,,1.0,0,2018-2019,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2018-2019/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2019-03-30,15:00,Premier League,Matchweek 32,Sat,Away,L,0,2,Burnley,0.5,0.5,62.0,20990.0,Conor Coady,3-5-2,Chris Kavanagh,Match Report,,1.0,0,2018-2019,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2018-2019/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2019-04-02,19:45,Premier League,Matchweek 33,Tue,Home,W,2,1,Manchester Utd,1.8,1.8,49.0,31302.0,Conor Coady,3-5-2,Mike Dean,Match Report,,2.0,0,2018-2019,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2018-2019/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
2019-04-13,15:00,Premier League,Matchweek 34,Sat,Away,L,1,3,Southampton,0.8,2.9,69.0,31708.0,Conor Coady,3-5-2,Jonathan Moss,Match Report,,2.0,0,2018-2019,Wolverhampton Wanderers,https://fbref.com/en/squads/8cec06e1/2018-2019/matchlogs/all_comps/shooting/Wolverhampton-Wanderers-Match-Logs-All-Competitions
