result,is_opponent_big6,draw_before_team1,history_team1_lose_team2,lose_before_team2,win_before_team2,venue_Home,opponent_Chelsea,opponent_Tottenham Hotspur
W,0,0.0,0.0,0.6,0.0,0,0,0
L,1,0.0,0.3043478260869565,0.4,0.6,1,0,0
W,0,0.0,0.0,0.8,0.0,0,0,0
D,0,0.0,0.2105263157894736,0.2,0.4,0,0,0
W,0,0.2,0.04,0.2,0.6,1,0,0
D,1,0.2,0.28,0.0,0.8,0,0,0
L,1,0.4,0.36,0.2,0.6,1,1,0
W,0,0.4,0.0,0.2,0.2,1,0,0
D,0,0.4,0.0,0.6,0.2,0,0,0
W,0,0.0,0.0,0.0,0.0,0,0,0
D,1,0.0,0.3846153846153846,0.0,1.0,1,1,0
L,1,0.5,0.3461538461538461,0.0,1.0,0,0,0
W,0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,1,0,0
L,1,0.25,0.3333333333333333,0.25,0.5,0,0,0
L,0,0.2,0.0,0.4,0.2,1,0,0
W,0,0.2,0.0,0.8,0.0,0,0,0
D,0,0.0,0.1666666666666666,0.2,0.6,1,0,0
W,0,0.2,0.0,0.6,0.0,1,0,0
W,0,0.2,0.125,0.6,0.4,0,0,0
W,1,0.2,0.2692307692307692,0.0,0.8,1,0,0
D,0,0.2,0.0,0.6,0.2,0,0,0
D,1,0.4,0.0769230769230769,0.4,0.4,0,0,1
L,0,0.4,0.1153846153846153,0.0,0.4,1,0,0
L,0,0.4,0.0833333333333333,0.2,0.8,1,0,0
W,0,0.4,0.0384615384615384,0.2,0.4,0,0,0
W,0,0.4,0.2,0.6,0.2,1,0,0
W,0,0.2,0.0,0.2,0.2,0,0,0
W,0,0.0,0.3333333333333333,0.4,0.2,0,0,0
L,1,0.0,0.074074074074074,0.2,0.6,1,0,1
W,0,0.0,0.0,0.6,0.0,1,0,0
L,1,0.0,0.3703703703703703,0.0,0.8,0,1,0
W,0,0.0,0.0,0.8,0.0,1,0,0
L,0,0.0,0.0,0.8,0.0,0,0,0
D,0,0.0,0.12,0.8,0.2,1,0,0
D,1,0.2,0.2592592592592592,0.2,0.6,0,0,0
W,0,0.4,0.0,0.4,0.6,0,0,0
W,0,0.4,0.0666666666666666,0.4,0.0,0,0,0
L,1,0.4,0.3703703703703703,0.0,0.8,1,0,0
W,0,0.4,0.1904761904761904,0.4,0.6,0,0,0
L,1,0.2,0.36,0.2,0.6,1,0,0
W,0,0.0,0.037037037037037,0.4,0.4,1,0,0
W,0,0.0,0.12,0.6,0.4,0,0,0
L,0,0.0,0.1481481481481481,0.2,0.8,0,0,0
W,0,0.0,0.2857142857142857,0.8,0.2,1,0,0
L,0,0.0,0.0,0.4,0.4,1,0,0
W,0,0.0,0.0,0.6,0.2,1,0,0
D,0,0.0,0.1538461538461538,0.4,0.4,0,0,0
L,0,0.0,0.0,0.0,0.0,1,0,0
D,0,0.0,0.0454545454545454,0.0,0.0,0,0,0
D,0,0.5,0.5,1.0,0.0,0,0,0
W,0,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,1,0,0
L,0,0.5,0.0,0.25,0.25,0,0,0
W,0,0.4,0.1818181818181818,0.4,0.4,1,0,0
W,0,0.4,0.1785714285714285,0.4,0.2,1,0,0
D,0,0.2,0.0625,0.6,0.4,0,0,0
D,1,0.2,0.3928571428571428,0.0,0.8,1,1,0
L,1,0.4,0.3846153846153846,0.2,0.6,0,0,0
W,0,0.4,0.0,0.6,0.2,1,0,0
W,1,0.4,0.25,0.4,0.4,0,0,0
W,0,0.4,0.0,0.6,0.0,1,0,0
W,0,0.2,0.0833333333333333,0.6,0.2,1,0,0
W,0,0.0,0.1428571428571428,0.4,0.4,0,0,0
W,1,0.0,0.3928571428571428,0.4,0.4,1,0,0
D,0,0.0,0.0357142857142857,0.2,0.4,0,0,0
W,0,0.2,0.1153846153846153,0.6,0.2,1,0,0
D,1,0.2,0.1071428571428571,0.2,0.6,0,0,1
D,0,0.4,0.0769230769230769,0.2,0.6,0,0,0
L,0,0.6,0.1333333333333333,0.2,0.6,1,0,0
W,0,0.6,0.0,0.4,0.2,0,0,0
W,0,0.4,0.1428571428571428,0.4,0.4,1,0,0
D,0,0.4,0.1739130434782608,0.4,0.2,0,0,0
W,0,0.4,0.3333333333333333,0.4,0.2,1,0,0
L,0,0.2,0.1428571428571428,0.4,0.2,0,0,0
W,0,0.2,0.0434782608695652,0.4,0.2,1,0,0
W,0,0.2,0.1111111111111111,0.2,0.4,0,0,0
W,1,0.2,0.1034482758620689,0.2,0.6,1,0,1
W,1,0.0,0.3793103448275862,0.0,1.0,0,0,0
W,0,0.0,0.0344827586206896,0.6,0.4,1,0,0
W,1,0.0,0.4074074074074074,0.6,0.4,1,0,0
L,1,0.0,0.3793103448275862,0.0,0.8,0,1,0
L,0,0.0,0.1724137931034483,0.0,0.8,0,0,0
L,0,0.0,0.0588235294117647,0.6,0.2,1,0,0
W,0,0.0,0.0,0.6,0.4,0,0,0
D,1,0.0,0.2413793103448276,0.2,0.6,1,0,0
D,0,0.2,0.0,0.6,0.4,0,0,0
W,1,0.0,0.1,0.0,0.0,1,0,1
W,0,0.0,0.0333333333333333,0.0,1.0,0,0,0
D,0,0.0,0.1071428571428571,0.5,0.0,1,0,0
L,0,0.3333333333333333,0.25,0.0,0.3333333333333333,0,0,0
W,1,0.25,0.3666666666666666,0.25,0.5,1,0,0
W,0,0.2,0.1875,0.2,0.2,0,0,0
W,0,0.2,0.0416666666666666,0.6,0.0,1,0,0
L,1,0.2,0.2333333333333333,0.2,0.6,0,0,0
W,0,0.0,0.2,0.0,0.4,0,0,0
D,1,0.0,0.3928571428571428,0.4,0.6,1,0,0
D,0,0.2,0.0,0.6,0.4,0,0,0
W,0,0.4,0.1111111111111111,0.6,0.4,1,0,0
W,0,0.4,0.0,0.4,0.4,0,0,0
D,0,0.4,0.125,0.0,0.8,0,0,0
D,0,0.6,0.1666666666666666,0.4,0.2,1,0,0
L,0,0.6,0.0,0.4,0.2,0,0,0
L,0,0.4,0.25,0.4,0.2,1,0,0
L,0,0.4,0.0714285714285714,0.4,0.4,0,0,0
D,1,0.4,0.4,0.4,0.2,1,1,0
W,0,0.4,0.3333333333333333,0.4,0.2,1,0,0
D,0,0.2,0.1034482758620689,0.6,0.2,0,0,0
W,1,0.4,0.3548387096774194,0.4,0.4,0,0,0
L,0,0.4,0.1764705882352941,0.4,0.6,1,0,0
W,0,0.4,0.1333333333333333,0.4,0.4,1,0,0
D,1,0.2,0.3870967741935484,0.0,0.4,0,1,0
L,0,0.4,0.04,0.4,0.2,0,0,0
W,1,0.2,0.2580645161290322,0.2,0.4,1,0,0
W,0,0.2,0.0,0.2,0.4,1,0,0
L,0,0.2,0.1052631578947368,0.2,0.4,0,0,0
W,1,0.2,0.3793103448275862,0.6,0.2,0,0,0
W,0,0.0,0.1935483870967742,0.6,0.4,1,0,0
L,1,0.0,0.0967741935483871,0.2,0.4,0,0,1
W,0,0.0,0.032258064516129,1.0,0.0,1,0,0
W,0,0.0,0.0,0.2,0.2,1,0,0
D,0,0.0,0.1111111111111111,0.0,0.8,1,0,0
W,0,0.2,0.3333333333333333,0.6,0.4,0,0,0
L,0,0.2,0.16,0.2,0.4,0,0,0
W,0,0.2,1.0,0.6,0.2,1,0,0
W,0,0.0,0.5,0.0,0.0,0,0,0
W,0,0.0,0.2222222222222222,0.0,0.0,1,0,0
W,0,0.0,0.0,0.0,1.0,0,0,0
L,1,0.0,0.3666666666666666,0.0,1.0,1,0,0
L,0,0.0,0.0,0.5,0.25,0,0,0
W,0,0.0,0.1,0.4,0.4,1,0,0
D,0,0.0,0.125,0.8,0.0,1,0,0
D,1,0.2,0.34375,0.0,0.8,0,0,0
L,1,0.4,0.375,0.4,0.4,0,1,0
D,0,0.4,0.25,0.6,0.4,1,0,0
W,0,0.6,0.3,0.8,0.0,0,0,0
D,1,0.6,0.25,0.0,0.6,1,0,0
D,0,0.6,0.1923076923076923,0.4,0.4,1,0,0
D,0,0.6,0.1875,0.6,0.2,0,0,0
W,1,0.8,0.125,0.2,0.4,1,0,1
W,0,0.6,0.0,0.6,0.2,0,0,0
W,0,0.6,0.15,0.2,0.6,0,0,0
W,0,0.4,0.0769230769230769,0.6,0.4,1,0,0
W,0,0.2,0.2222222222222222,0.6,0.4,1,0,0
W,0,0.0,0.1851851851851851,0.2,0.6,0,0,0
D,1,0.0,0.3333333333333333,0.0,0.8,1,0,0
D,0,0.2,0.1176470588235294,0.4,0.4,0,0,0
D,0,0.4,0.0,0.6,0.2,1,0,0
W,0,0.6,0.0909090909090909,0.6,0.2,0,0,0
W,0,0.6,0.2,0.2,0.4,1,0,0
D,0,0.6,0.3333333333333333,0.8,0.0,1,0,0
W,0,0.6,0.2105263157894736,0.6,0.0,0,0,0
D,0,0.4,0.1428571428571428,0.4,0.4,1,0,0
D,0,0.4,0.1818181818181818,0.4,0.6,1,0,0
W,0,0.6,0.074074074074074,0.8,0.0,0,0,0
W,1,0.6,0.3939393939393939,0.2,0.8,1,1,0
W,0,0.4,0.2,0.4,0.2,0,0,0
D,1,0.4,0.3870967741935484,0.2,0.4,0,0,0
D,0,0.4,0.2727272727272727,0.6,0.2,1,0,0
L,1,0.4,0.2424242424242424,0.4,0.6,0,0,0
L,1,0.4,0.1212121212121212,0.2,0.8,0,0,1
D,0,0.4,0.2105263157894736,0.4,0.2,0,0,0
W,0,0.6,0.0,0.6,0.4,1,0,0
W,0,0.0,0.1785714285714285,0.0,0.0,1,0,0
W,0,0.0,0.25,0.0,0.0,0,0,0
W,0,0.0,0.0833333333333333,0.5,0.5,1,0,0
D,0,0.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0,0,0
W,0,0.25,0.1764705882352941,0.5,0.25,1,0,0
W,0,0.2,0.2,0.2,0.4,0,0,0
W,0,0.2,0.0,1.0,0.0,1,0,0
D,1,0.2,0.3235294117647059,0.2,0.4,0,0,0
L,0,0.4,0.0,0.6,0.0,0,0,0
W,1,0.2,0.1470588235294117,0.0,0.8,1,0,1
L,1,0.2,0.3823529411764705,0.4,0.6,0,1,0
W,0,0.2,0.1,0.4,0.2,1,0,0
W,0,0.2,0.0,0.0,0.4,1,0,0
W,0,0.0,0.1666666666666666,0.6,0.4,0,0,0
W,1,0.0,0.2647058823529412,0.2,0.8,0,0,0
L,1,0.0,0.375,0.0,1.0,1,0,0
W,0,0.0,0.25,0.2,0.2,1,0,0
W,0,0.0,0.1363636363636363,0.2,0.0,0,0,0
D,0,0.0,0.0769230769230769,0.2,0.8,0,0,0
D,0,0.2,0.1666666666666666,0.4,0.4,1,0,0
D,0,0.4,0.1904761904761904,0.6,0.0,1,0,0
W,0,0.6,0.1714285714285714,0.2,0.4,0,0,0
W,0,0.6,0.1052631578947368,0.6,0.2,1,0,0
W,0,0.6,0.1428571428571428,0.6,0.0,0,0,0
L,1,0.4,0.1428571428571428,0.0,0.6,0,0,1
W,0,0.2,1.0,0.8,0.0,1,0,0
L,0,0.0,0.0967741935483871,0.2,0.2,0,0,0
W,1,0.0,0.4,0.4,0.4,1,1,0
W,0,0.0,0.0,0.6,0.0,0,0,0
W,1,0.0,0.3142857142857143,0.0,0.8,1,0,0
W,0,0.0,0.2307692307692307,0.2,0.4,1,0,0
W,1,0.0,0.3939393939393939,0.0,1.0,0,0,0
L,0,0.0,0.1304347826086956,0.8,0.0,1,0,0
W,0,0.0,0.2,0.4,0.2,0,0,0
W,1,0.0,0.2571428571428571,0.2,0.8,1,0,0
L,0,0.0,0.0,0.4,0.0,0,0,0
D,0,0.0,0.1724137931034483,0.4,0.2,0,0,0
W,0,0.2,0.1428571428571428,0.6,0.2,1,0,0
W,0,0.0,0.0714285714285714,0.0,0.0,1,0,0
L,0,0.0,0.5,1.0,0.0,0,0,0
L,1,0.0,0.1666666666666666,0.0,1.0,1,0,1
W,0,0.0,0.125,0.6666666666666666,0.0,0,0,0
W,0,0.0,0.125,0.0,1.0,0,0,0
D,0,0.0,0.25,0.2,0.4,1,0,0
L,0,0.2,0.1666666666666666,0.6,0.2,0,0,0
W,0,0.2,0.125,0.8,0.0,1,0,0
D,1,0.2,0.3888888888888889,0.0,0.6,0,1,0
W,0,0.4,0.1666666666666666,0.4,0.6,1,0,0
W,0,0.4,0.1666666666666666,0.2,0.6,0,0,0
L,1,0.2,0.3823529411764705,0.0,0.8,0,0,0
D,0,0.2,0.0,0.8,0.0,1,0,0
D,0,0.4,0.1818181818181818,0.4,0.0,0,0,0
D,1,0.4,0.25,0.0,0.4,1,0,0
W,0,0.6,0.1153846153846153,0.6,0.2,1,0,0
L,1,0.6,0.3055555555555556,0.0,1.0,0,0,0
W,0,0.6,0.0,0.6,0.4,0,0,0
W,0,0.4,0.5,1.0,0.0,1,0,0
W,0,0.2,0.1428571428571428,0.6,0.4,1,0,0
W,0,0.0,0.1212121212121212,0.4,0.2,0,0,0
W,1,0.0,0.1891891891891892,0.2,0.8,0,0,1
W,0,0.0,0.6666666666666666,0.4,0.2,1,0,0
D,0,0.0,0.1111111111111111,0.2,0.6,1,0,0
W,0,0.2,0.0666666666666666,0.6,0.2,0,0,0
W,0,0.2,0.1111111111111111,0.8,0.2,0,0,0
D,1,0.2,0.3243243243243243,0.0,0.6,1,0,0
W,0,0.4,0.0,0.2,0.4,0,0,0
W,0,0.4,0.1739130434782608,0.4,0.2,1,0,0
L,1,0.2,0.2432432432432432,0.2,0.6,0,0,0
W,0,0.2,0.1111111111111111,0.4,0.6,1,0,0
L,0,0.2,0.2222222222222222,0.4,0.2,0,0,0
W,0,0.0,0.1935483870967742,0.6,0.4,1,0,0
L,0,0.0,0.1621621621621621,0.4,0.6,0,0,0
L,1,0.0,0.4,0.0,1.0,1,0,0
D,1,0.0,0.3783783783783784,0.2,0.6,1,1,0
D,0,0.2,0.3333333333333333,1.0,0.0,0,0,0
L,0,0.4,0.0,0.8,0.2,1,0,0
W,1,0.0,0.3684210526315789,0.0,0.0,1,1,0
D,0,0.0,0.3,0.0,0.0,0,0,0
L,0,0.5,0.0,0.5,0.0,1,0,0
D,0,0.3333333333333333,0.1666666666666666,0.6666666666666666,0.3333333333333333,0,0,0
W,0,0.5,0.0625,0.0,0.5,1,0,0
L,0,0.4,0.1875,0.2,0.4,0,0,0
D,1,0.4,0.2631578947368421,0.2,0.4,1,0,0
L,0,0.4,0.1176470588235294,0.4,0.2,0,0,0
D,1,0.4,0.3157894736842105,0.0,1.0,1,0,0
W,0,0.4,0.3,0.6,0.2,0,0,0
L,0,0.4,0.125,0.2,0.2,0,0,0
W,0,0.4,0.5,0.4,0.6,1,0,0
D,0,0.2,0.0,0.0,0.4,0,0,0
D,0,0.4,0.03125,0.6,0.4,1,0,0
W,1,0.4,0.1842105263157894,0.2,0.4,1,0,1
W,1,0.4,0.4166666666666667,0.2,0.6,0,0,0
D,0,0.4,0.1842105263157894,0.6,0.4,1,0,0
L,0,0.6,0.1,0.8,0.0,0,0,0
W,0,0.4,0.1428571428571428,0.2,0.6,1,0,0
W,0,0.2,0.1,0.6,0.4,0,0,0
L,1,0.2,0.2564102564102564,0.4,0.2,0,0,0
W,0,0.2,0.2727272727272727,0.4,0.0,1,0,0
L,1,0.0,0.3076923076923077,0.0,1.0,0,0,0
L,0,0.0,0.0909090909090909,0.8,0.2,1,0,0
D,0,0.0,0.2727272727272727,0.6,0.2,1,0,0
W,1,0.2,0.358974358974359,0.2,0.2,0,1,0
W,0,0.2,0.1818181818181818,0.4,0.2,1,0,0
D,0,0.2,0.1794871794871795,0.2,0.4,0,0,0
W,1,0.4,0.4054054054054054,0.2,0.6,1,0,0
D,1,0.4,0.1794871794871795,0.4,0.4,0,0,1
W,0,0.4,0.0,0.2,0.4,1,0,0
W,0,0.4,0.4,0.2,0.2,0,0,0
W,0,0.4,0.2222222222222222,0.8,0.0,1,0,0
W,0,0.2,0.0303030303030303,0.6,0.0,0,0,0
D,0,0.2,0.16,0.2,0.6,1,0,0
W,0,0.2,0.0666666666666666,1.0,0.0,0,0,0
D,0,0.2,0.2121212121212121,0.2,0.6,1,0,0
W,0,0.4,0.0588235294117647,0.4,0.4,0,0,0
L,0,0.0,0.0625,0.0,1.0,1,0,0
W,0,0.0,0.3333333333333333,0.5,0.5,0,0,0
L,1,0.0,0.175,0.3333333333333333,0.3333333333333333,1,0,1
W,0,0.0,0.1388888888888889,0.25,0.5,0,0,0
D,1,0.0,0.35,0.2,0.4,1,1,0
L,1,0.2,0.275,0.6,0.4,1,0,0
W,0,0.2,0.175,0.4,0.4,0,0,0
W,0,0.2,0.1666666666666666,0.6,0.0,1,0,0
W,0,0.2,0.1538461538461538,0.0,0.6,0,0,0
W,0,0.2,0.2058823529411764,0.2,0.6,0,0,0
D,1,0.0,0.3947368421052631,0.2,0.6,1,0,0
W,0,0.2,0.0,1.0,0.0,0,0,0
W,0,0.2,0.125,0.4,0.4,1,0,0
D,0,0.2,0.0555555555555555,0.4,0.6,0,0,0
W,0,0.4,0.25,0.6,0.2,1,0,0
W,0,0.4,0.0294117647058823,0.0,0.6,1,0,0
W,0,0.2,0.1666666666666666,0.2,0.6,0,0,0
D,1,0.2,0.325,0.2,0.4,0,0,0
W,0,0.4,0.1071428571428571,0.2,0.0,0,0,0
L,0,0.2,0.0,0.8,0.2,1,0,0
D,1,0.2,0.2926829268292683,0.0,0.8,0,0,0
W,0,0.4,0.1481481481481481,0.6,0.2,1,0,0
D,0,0.4,0.1707317073170731,0.4,0.4,1,0,0
D,0,0.4,0.16,0.8,0.0,0,0,0
W,0,0.6,0.1351351351351351,0.6,0.4,1,0,0
D,1,0.6,0.3414634146341463,0.0,0.8,0,1,0
D,0,0.6,0.1176470588235294,0.4,0.4,0,0,0
W,1,0.8,0.3846153846153846,0.0,1.0,0,0,0
W,0,0.6,0.2,0.2,0.6,1,0,0
W,0,0.4,0.2857142857142857,0.6,0.4,1,0,0
W,1,0.4,0.1951219512195122,0.2,0.6,0,0,1
W,0,0.2,0.1538461538461538,0.4,0.2,1,0,0
D,0,0.0,0.1111111111111111,0.0,0.6,0,0,0
W,0,0.2,0.0285714285714285,0.4,0.4,0,0,0
L,0,0.2,0.0526315789473684,0.4,0.4,1,0,0
L,1,0.2,0.3170731707317073,0.0,0.6,1,0,0
D,0,0.2,0.1034482758620689,0.8,0.0,1,0,0
W,0,0.4,0.2307692307692307,0.6,0.2,0,0,0
W,0,0.0,0.1,0.0,0.0,1,0,0
D,0,0.0,0.1428571428571428,1.0,0.0,0,0,0
W,0,0.5,0.2142857142857142,1.0,0.0,0,0,0
W,0,0.3333333333333333,0.131578947368421,0.6666666666666666,0.0,1,0,0
W,0,0.25,0.1944444444444444,0.0,0.5,0,0,0
L,0,0.2,0.0277777777777777,0.4,0.4,1,0,0
D,0,0.2,0.1666666666666666,0.2,0.6,1,0,0
L,0,0.2,0.1,0.4,0.2,0,0,0
L,1,0.2,0.3333333333333333,0.0,0.6,1,0,0
W,1,0.2,0.1904761904761904,0.6,0.4,0,0,1
L,1,0.2,0.375,0.2,0.6,1,0,0
L,0,0.2,0.1666666666666666,0.8,0.2,0,0,0
D,1,0.0,0.3333333333333333,0.0,0.8,0,1,0
W,1,0.2,0.2857142857142857,0.2,0.8,1,0,0
W,0,0.2,0.1111111111111111,0.4,0.4,1,0,0
W,0,0.2,0.25,0.2,0.4,0,0,0
D,0,0.2,0.1282051282051282,0.6,0.2,0,0,0
W,0,0.4,0.1428571428571428,0.2,0.0,1,0,0
L,0,0.2,0.2,0.4,0.2,1,0,0
D,0,0.2,0.054054054054054,0.6,0.4,0,0,0
W,0,0.4,0.0,0.8,0.2,0,0,0
W,0,0.4,0.1891891891891892,0.4,0.6,1,0,0
D,0,0.2,0.1333333333333333,0.4,0.0,0,0,0
D,0,0.4,0.1379310344827586,0.2,0.4,1,0,0
W,0,0.6,0.25,0.0,0.4,1,0,0
W,0,0.4,0.0909090909090909,0.4,0.4,0,0,0
D,0,0.4,0.2307692307692307,0.6,0.2,1,0,0
L,1,0.6,0.3902439024390244,0.2,0.6,0,0,0
W,1,0.4,0.1860465116279069,0.4,0.6,1,0,1
D,0,0.2,0.1428571428571428,0.4,0.6,1,0,0
L,0,0.4,0.1627906976744186,0.8,0.2,0,0,0
W,0,0.4,0.2307692307692307,0.6,0.2,1,0,0
L,1,0.2,0.3488372093023256,0.0,0.8,0,0,0
L,1,0.2,0.2790697674418604,0.6,0.4,0,0,0
D,1,0.2,0.3255813953488372,0.4,0.6,1,1,0
W,0,0.2,0.0,0.2,0.6,1,0,0
L,0,0.2,0.2222222222222222,0.2,0.6,0,0,0
L,0,0.2,0.1052631578947368,0.2,0.4,0,0,0
L,0,0.0,0.3,0.0,0.0,1,0,0
L,0,0.0,0.0,0.0,0.0,0,0,0
W,1,0.0,0.3636363636363636,0.0,0.0,1,0,0
W,0,0.0,0.1333333333333333,0.3333333333333333,0.3333333333333333,0,0,0
W,0,0.0,0.1363636363636363,0.75,0.0,0,0,0
W,1,0.0,0.2954545454545454,0.0,1.0,1,0,0
L,1,0.0,0.4047619047619047,0.0,0.6,0,0,0
W,0,0.0,0.1818181818181818,0.0,0.4,0,0,0
D,0,0.0,0.125,0.2,0.4,1,0,0
W,1,0.2,0.1818181818181818,0.2,0.8,1,0,1
D,1,0.2,0.3181818181818182,0.0,0.8,0,1,0
W,0,0.4,0.1842105263157894,0.2,0.6,1,0,0
L,0,0.4,0.0526315789473684,0.6,0.2,0,0,0
W,0,0.4,0.1,0.2,0.4,0,0,0
W,0,0.2,0.0,0.2,0.4,1,0,0
W,0,0.2,0.25,0.6,0.2,0,0,0
W,0,0.0,0.2,0.8,0.2,1,0,0
W,1,0.0,0.4186046511627907,0.2,0.6,1,0,0
D,0,0.0,0.15,0.8,0.2,0,0,0
L,1,0.2,0.2888888888888888,0.0,0.8,0,0,0
W,0,0.2,0.1428571428571428,0.4,0.2,1,0,0
D,0,0.2,0.0833333333333333,0.4,0.0,1,0,0
W,0,0.4,0.0769230769230769,0.4,0.0,0,0,0
W,0,0.4,0.1304347826086956,0.4,0.4,1,0,0
L,1,0.2,0.3555555555555555,0.2,0.6,0,0,0
D,0,0.2,0.1290322580645161,0.6,0.4,1,0,0
L,0,0.4,0.1219512195121951,0.4,0.4,0,0,0
W,0,0.2,0.3333333333333333,0.2,0.4,1,0,0
W,0,0.2,0.1777777777777777,0.2,0.2,1,0,0
W,0,0.2,0.0,0.8,0.0,0,0,0
D,1,0.2,0.1777777777777777,0.4,0.2,0,0,1
W,0,0.2,0.0769230769230769,0.0,0.8,1,0,0
L,0,0.2,0.3636363636363636,0.4,0.6,0,0,0
L,0,0.2,0.1794871794871795,0.6,0.2,0,0,0
W,0,0.2,0.2352941176470588,0.4,0.6,1,0,0
W,0,0.2,0.1818181818181818,0.6,0.4,0,0,0
W,1,0.0,0.3111111111111111,0.6,0.2,1,1,0
W,0,0.0,0.0967741935483871,0.4,0.4,1,0,0
