result,history_team1_draw_team2,is_opponent_big6,draw_before_team1,history_team1_win_team2,history_team1_lose_team2,lose_before_team2,win_before_team2,venue_Home
W,0.0,0,0.2,1.0,0.0,0.2,0.4,0
L,0.0,0,0.0,0.0,0.0,0.6,0.0,1
D,0.5,0,0.0,0.5,0.0,0.0,0.6,1
L,0.0,1,0.2,0.0,1.0,0.0,0.8,0
W,0.0,0,0.2,1.0,0.0,0.6,0.2,1
L,0.0,1,0.2,0.5,0.5,0.2,0.2,0
L,1.0,1,0.2,0.0,0.0,0.2,0.2,1
L,0.5,0,0.2,0.5,0.0,0.6,0.0,1
W,0.0,0,0.0,0.5,0.5,0.6,0.4,1
W,0.0,0,0.0,1.0,0.0,0.2,0.4,0
W,0.0,0,0.0,0.5,0.5,0.4,0.6,1
W,0.0,0,0.0,1.0,0.0,0.6,0.4,0
W,0.0,0,0.0,1.0,0.0,0.2,0.2,0
W,0.3333333333333333,0,0.0,0.3333333333333333,0.3333333333333333,0.2,0.8,1
W,0.0,0,0.0,0.6666666666666666,0.3333333333333333,0.4,0.6,0
W,1.0,0,0.0,0.0,0.0,0.6,0.4,1
L,0.0,1,0.0,0.0,1.0,0.2,0.0,1
W,0.0,0,0.0,0.0,1.0,0.2,0.0,0
W,0.0,0,0.0,1.0,0.0,0.6,0.0,1
W,0.5,0,0.0,0.5,0.0,0.4,0.4,0
W,0.3333333333333333,0,0.0,0.6666666666666666,0.0,0.0,0.4,1
D,0.0,0,0.0,0.6666666666666666,0.3333333333333333,0.6,0.4,0
W,0.0,1,0.2,0.6666666666666666,0.3333333333333333,0.4,0.4,1
W,0.3333333333333333,0,0.2,0.3333333333333333,0.3333333333333333,0.4,0.6,0
L,0.0,0,0.2,1.0,0.0,0.4,0.4,1
W,0.6666666666666666,0,0.2,0.3333333333333333,0.0,0.0,0.6,0
W,0.0,0,0.2,1.0,0.0,0.4,0.2,0
W,0.6666666666666666,1,0.0,0.0,0.3333333333333333,0.2,0.4,0
W,0.3333333333333333,0,0.0,0.6666666666666666,0.0,0.6,0.2,0
L,0.0,1,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,1
D,0.3333333333333333,0,0.0,0.6666666666666666,0.0,0.6,0.0,1
W,0.0,0,0.0,0.0,0.0,0.0,0.0,1
D,0.5,1,0.0,0.25,0.25,0.0,1.0,0
D,0.0,0,0.5,1.0,0.0,0.3333333333333333,0.3333333333333333,0
W,0.0,0,0.6666666666666666,0.75,0.25,0.0,0.3333333333333333,1
L,0.0,0,0.5,0.5,0.5,0.6666666666666666,0.3333333333333333,1
L,0.5,0,0.4,0.5,0.0,0.4,0.6,0
W,0.0,1,0.4,0.75,0.25,0.2,0.8,1
W,0.5,0,0.2,0.5,0.0,0.6,0.2,0
W,0.0,0,0.0,1.0,0.0,0.6,0.4,1
D,0.0,0,0.0,1.0,0.0,0.2,0.6,0
D,0.25,0,0.2,0.75,0.0,0.6,0.2,1
W,0.0,0,0.4,0.75,0.25,0.0,0.6,1
L,0.5,1,0.4,0.5,0.0,0.6,0.4,0
D,0.25,0,0.4,0.5,0.25,0.6,0.4,0
W,0.25,0,0.6,0.5,0.25,0.4,0.6,1
W,0.0,1,0.4,0.0,1.0,0.4,0.4,0
W,0.0,1,0.2,0.25,0.75,0.2,0.8,1
W,0.4,0,0.2,0.4,0.2,0.6,0.0,1
L,0.5,0,0.2,0.5,0.0,0.6,0.2,0
L,0.0,0,0.0,0.8,0.2,0.4,0.2,0
W,0.0,0,0.0,0.0,0.0,0.2,0.2,1
W,0.2,0,0.0,0.8,0.0,0.6,0.2,1
W,0.0,0,0.0,1.0,0.0,0.8,0.0,0
W,0.6,1,0.0,0.2,0.2,0.4,0.4,1
W,0.0,0,0.0,0.8,0.2,0.2,0.6,0
W,0.0,0,0.0,1.0,0.0,0.8,0.0,0
D,0.3333333333333333,1,0.0,0.3333333333333333,0.3333333333333333,0.4,0.4,1
D,0.0,0,0.2,0.3333333333333333,0.6666666666666666,0.4,0.2,0
W,0.4,0,0.4,0.4,0.2,0.6,0.2,1
W,0.4,0,0.4,0.6,0.0,0.6,0.4,0
W,0.3333333333333333,0,0.4,0.6666666666666666,0.0,0.0,0.6,1
W,0.0,1,0.4,0.2,0.8,0.2,0.6,1
W,0.2,0,0.2,0.6,0.2,0.4,0.6,0
D,0.0,1,0.0,0.4,0.6,0.2,0.6,0
W,0.3333333333333333,0,0.2,0.3333333333333333,0.3333333333333333,0.2,0.8,1
W,0.0,1,0.2,0.8,0.2,0.4,0.4,0
W,0.4,0,0.2,0.6,0.0,0.8,0.2,1
W,0.0,0,0.2,1.0,0.0,0.6,0.4,0
W,0.25,0,0.0,0.25,0.5,0.0,0.0,1
W,0.1666666666666666,0,0.0,0.6666666666666666,0.1666666666666666,0.0,0.0,0
W,0.0,0,0.0,0.0,0.0,1.0,0.0,1
L,0.0,0,0.0,0.8333333333333334,0.1666666666666666,0.0,0.0,0
W,0.3333333333333333,0,0.0,0.6666666666666666,0.0,0.25,0.25,0
D,0.1666666666666666,1,0.0,0.3333333333333333,0.5,0.0,0.8,1
W,0.0,0,0.2,1.0,0.0,0.6,0.2,0
W,0.0,0,0.2,1.0,0.0,0.0,0.6,1
W,0.3333333333333333,0,0.2,0.5,0.1666666666666666,0.6,0.4,0
L,0.25,0,0.2,0.75,0.0,0.2,0.4,1
W,0.0,0,0.2,0.0,0.0,0.8,0.2,1
W,0.0,1,0.0,0.3333333333333333,0.6666666666666666,0.6,0.4,0
W,0.25,0,0.0,0.5,0.25,0.8,0.2,1
L,0.5,1,0.0,0.3333333333333333,0.1666666666666666,0.2,0.8,0
W,0.3333333333333333,0,0.0,0.6666666666666666,0.0,0.4,0.2,1
W,0.5,1,0.0,0.25,0.25,0.6,0.2,1
W,0.0,1,0.0,0.8333333333333334,0.1666666666666666,0.6,0.4,0
W,0.0,0,0.0,1.0,0.0,0.2,0.6,1
W,0.0,0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.2,0
W,0.2,0,0.0,0.4,0.4,0.4,0.2,0
D,0.1428571428571428,0,0.0,0.7142857142857143,0.1428571428571428,0.2,0.4,1
L,0.0,0,0.2,1.0,0.0,0.6,0.2,0
W,0.0,0,0.2,0.7142857142857143,0.2857142857142857,0.6,0.2,1
W,0.0,0,0.2,1.0,0.0,0.4,0.2,0
L,0.0,0,0.2,0.7142857142857143,0.2857142857142857,0.4,0.4,1
D,0.2857142857142857,0,0.2,0.5714285714285714,0.1428571428571428,0.8,0.2,1
D,0.2,0,0.2,0.6,0.2,0.6,0.2,0
L,0.4,1,0.4,0.4,0.2,0.6,0.2,0
W,0.0,1,0.4,0.8571428571428571,0.1428571428571428,0.2,0.6,1
D,0.2857142857142857,1,0.4,0.2857142857142857,0.4285714285714285,0.0,1.0,0
W,0.0,0,0.6,1.0,0.0,0.4,0.4,0
W,0.0,0,0.4,1.0,0.0,0.4,0.2,1
L,0.0,0,0.2,1.0,0.0,0.2,0.6,0
W,0.2857142857142857,0,0.2,0.7142857142857143,0.0,0.4,0.2,1
L,0.0,1,0.2,0.4285714285714285,0.5714285714285714,0.4,0.2,1
L,0.2,0,0.0,0.6,0.2,0.4,0.6,0
D,0.4285714285714285,1,0.0,0.2857142857142857,0.2857142857142857,0.4,0.2,1
W,0.2857142857142857,0,0.2,0.7142857142857143,0.0,0.0,0.6,0
L,0.5,1,0.0,0.25,0.25,0.0,0.0,0
W,0.0,0,0.0,0.0,0.0,0.0,0.0,1
D,0.1666666666666666,0,0.0,0.5,0.3333333333333333,0.6666666666666666,0.0,0
D,0.0,0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.6666666666666666,1
D,0.1666666666666666,0,0.5,0.5,0.3333333333333333,0.25,0.75,0
W,0.0,1,0.6,0.375,0.625,0.25,0.5,1
W,0.0,1,0.6,0.875,0.125,0.0,0.4,0
D,0.0,0,0.6,0.625,0.375,0.4,0.6,1
D,0.0,0,0.6,1.0,0.0,0.4,0.0,0
W,0.375,1,0.6,0.25,0.375,0.0,0.8,1
L,0.0,0,0.4,0.5,0.5,0.4,0.2,0
D,0.3333333333333333,1,0.4,0.3333333333333333,0.3333333333333333,0.4,0.2,1
W,0.25,0,0.6,0.625,0.125,0.4,0.2,0
W,0.25,0,0.4,0.75,0.0,0.4,0.4,1
W,0.0,0,0.2,1.0,0.0,0.6,0.0,0
W,0.0,0,0.2,0.75,0.25,0.2,0.2,1
D,0.3333333333333333,0,0.2,0.5,0.1666666666666666,0.6,0.4,0
W,0.0,0,0.2,0.0,0.0,0.6,0.0,1
W,0.2857142857142857,0,0.2,0.4285714285714285,0.2857142857142857,0.8,0.0,1
W,0.25,0,0.2,0.75,0.0,0.8,0.0,0
W,0.1111111111111111,0,0.2,0.5555555555555556,0.3333333333333333,0.2,0.6,0
D,0.0,1,0.2,0.8888888888888888,0.1111111111111111,0.0,0.8,1
W,0.0,1,0.2,0.4444444444444444,0.5555555555555556,0.2,0.8,0
W,0.2222222222222222,0,0.2,0.7777777777777778,0.0,0.6,0.4,1
W,0.3333333333333333,1,0.2,0.3333333333333333,0.3333333333333333,0.2,0.6,0
W,0.2,0,0.2,0.8,0.0,0.8,0.2,1
W,0.4285714285714285,1,0.2,0.2857142857142857,0.2857142857142857,0.2,0.2,0
W,0.0,0,0.0,0.3333333333333333,0.6666666666666666,0.8,0.2,1
D,0.0,0,0.0,1.0,0.0,0.4,0.4,0
W,0.4285714285714285,0,0.2,0.4285714285714285,0.1428571428571428,0.4,0.2,1
D,0.2857142857142857,0,0.2,0.4285714285714285,0.2857142857142857,0.4,0.4,1
L,0.0,0,0.4,1.0,0.0,1.0,0.0,0
L,0.1111111111111111,0,0.4,0.8888888888888888,0.0,0.6,0.4,0
W,0.2222222222222222,0,0.4,0.6666666666666666,0.1111111111111111,0.6,0.2,1
W,0.2222222222222222,0,0.2,0.7777777777777778,0.0,0.6,0.0,0
D,0.0,0,0.2,1.0,0.0,0.4,0.0,1
L,0.4444444444444444,1,0.2,0.2222222222222222,0.3333333333333333,0.0,0.6,1
W,0.0,0,0.2,0.7777777777777778,0.2222222222222222,0.4,0.2,0
W,0.1,0,0.0,0.8,0.1,0.0,0.0,0
W,0.2,0,0.0,0.8,0.0,0.0,0.0,1
W,0.2,0,0.0,0.7,0.1,0.6666666666666666,0.0,0
D,0.375,1,0.0,0.375,0.25,0.0,0.75,1
D,0.0,1,0.25,0.5,0.5,0.0,0.3333333333333333,0
L,0.375,0,0.4,0.375,0.25,0.4,0.2,1
W,0.375,0,0.4,0.5,0.125,0.6,0.2,0
W,0.1666666666666666,0,0.4,0.8333333333333334,0.0,0.4,0.2,0
D,0.1,1,0.4,0.8,0.1,0.0,0.6,1
L,0.1,0,0.4,0.6,0.3,0.4,0.2,0
W,0.4,1,0.2,0.2,0.4,0.0,0.8,1
W,0.2,0,0.2,0.8,0.0,0.6,0.2,0
W,0.3333333333333333,0,0.2,0.5,0.1666666666666666,0.4,0.4,0
W,0.0,0,0.2,0.5,0.5,0.8,0.2,1
D,0.0909090909090909,0,0.0,0.8181818181818182,0.0909090909090909,0.2,0.8,1
W,0.0,0,0.2,0.0,0.0,0.8,0.2,1
W,0.1818181818181818,0,0.2,0.8181818181818182,0.0,0.2,0.4,0
W,0.25,0,0.2,0.75,0.0,0.2,0.4,1
D,0.1666666666666666,0,0.2,0.8333333333333334,0.0,0.6,0.4,0
W,0.25,0,0.4,0.5,0.25,0.2,0.4,1
D,0.3,1,0.2,0.4,0.3,0.4,0.4,0
L,0.4444444444444444,1,0.4,0.3333333333333333,0.2222222222222222,0.6,0.2,0
W,0.0909090909090909,1,0.4,0.4545454545454545,0.4545454545454545,0.0,0.8,1
L,0.3333333333333333,0,0.4,0.3333333333333333,0.3333333333333333,0.0,0.8,0
W,0.3333333333333333,0,0.2,0.5555555555555556,0.1111111111111111,0.4,0.6,1
W,0.0,0,0.2,0.6,0.4,0.8,0.0,0
W,0.0,0,0.0,1.0,0.0,0.2,0.2,0
W,0.1818181818181818,0,0.0,0.7272727272727273,0.0909090909090909,0.0,0.8,1
W,0.2,0,0.0,0.8,0.0,0.6,0.2,0
W,0.2857142857142857,0,0.0,0.7142857142857143,0.0,0.6,0.2,1
W,0.2857142857142857,0,0.0,0.5714285714285714,0.1428571428571428,0.4,0.4,1
W,0.2222222222222222,0,0.0,0.5555555555555556,0.2222222222222222,0.4,0.6,0
W,0.3636363636363636,1,0.0,0.3636363636363636,0.2727272727272727,0.2,0.8,1
D,0.1428571428571428,0,0.0,0.8571428571428571,0.0,0.8,0.0,1
W,0.1818181818181818,1,0.2,0.7272727272727273,0.0909090909090909,0.2,0.8,0
L,0.3636363636363636,1,0.2,0.2727272727272727,0.3636363636363636,0.0,0.8,0
D,0.0909090909090909,0,0.2,0.5454545454545454,0.3636363636363636,0.6,0.4,1
W,0.1818181818181818,0,0.4,0.8181818181818182,0.0,0.6,0.2,1
W,0.3,0,0.0,0.6,0.1,0.0,0.0,1
W,0.1666666666666666,0,0.0,0.8333333333333334,0.0,1.0,0.0,0
W,0.0,0,0.0,0.0,0.0,0.5,0.0,0
W,0.1666666666666666,1,0.0,0.75,0.0833333333333333,0.6666666666666666,0.3333333333333333,1
L,0.3333333333333333,1,0.0,0.4166666666666667,0.25,0.3333333333333333,0.0,1
D,0.0,0,0.0,0.0,0.0,0.4,0.6,0
W,0.1666666666666666,0,0.2,0.75,0.0833333333333333,0.6,0.2,1
W,0.0,0,0.2,1.0,0.0,0.4,0.2,0
W,0.0833333333333333,1,0.2,0.5,0.4166666666666667,0.4,0.4,1
W,0.2,0,0.2,0.6,0.2,0.0,0.8,0
W,0.0,0,0.2,0.6666666666666666,0.3333333333333333,0.6,0.4,1
W,0.3,0,0.0,0.3,0.4,0.6,0.2,0
W,0.0,0,0.0,0.0,0.0,0.4,0.2,0
D,0.3333333333333333,1,0.0,0.25,0.4166666666666667,0.2,0.8,1
W,0.1666666666666666,0,0.2,0.75,0.0833333333333333,0.4,0.2,1
W,0.1666666666666666,0,0.2,0.5,0.3333333333333333,0.4,0.2,0
W,0.4,1,0.2,0.3,0.3,0.2,0.4,1
L,0.25,0,0.2,0.625,0.125,0.8,0.2,0
W,0.1666666666666666,0,0.2,0.8333333333333334,0.0,0.4,0.0,0
W,0.0,0,0.0,1.0,0.0,0.6,0.2,1
W,1.0,0,0.0,0.0,0.0,0.6,0.0,1
D,0.1538461538461538,0,0.0,0.7692307692307693,0.0769230769230769,0.6,0.4,0
W,0.1538461538461538,0,0.2,0.8461538461538461,0.0,0.8,0.0,1
L,0.3076923076923077,1,0.2,0.3846153846153846,0.3076923076923077,0.2,0.8,0
W,0.0,0,0.2,1.0,0.0,0.6,0.2,1
W,0.1538461538461538,1,0.2,0.7692307692307693,0.0769230769230769,0.4,0.2,0
W,0.1538461538461538,0,0.2,0.8461538461538461,0.0,0.6,0.2,1
W,0.2727272727272727,0,0.0,0.6363636363636364,0.0909090909090909,0.4,0.2,0
W,0.0769230769230769,1,0.0,0.5384615384615384,0.3846153846153846,0.2,0.6,0
W,0.1818181818181818,0,0.0,0.6363636363636364,0.1818181818181818,0.4,0.4,1
W,0.2727272727272727,0,0.0,0.3636363636363636,0.3636363636363636,0.4,0.6,1
L,0.0,0,0.0,0.7142857142857143,0.2857142857142857,0.4,0.2,0
W,0.0,0,0.0,1.0,0.0,0.6,0.2,1
D,0.1538461538461538,0,0.0,0.5384615384615384,0.3076923076923077,0.8,0.2,1
W,0.1538461538461538,0,0.2,0.7692307692307693,0.0769230769230769,0.2,0.4,0
W,0.3636363636363636,1,0.2,0.3636363636363636,0.2727272727272727,0.4,0.2,0
D,0.3846153846153846,1,0.2,0.2307692307692307,0.3846153846153846,0.0,0.4,0
L,0.2222222222222222,0,0.4,0.5555555555555556,0.2222222222222222,0.4,0.6,1
D,0.5,0,0.0,0.5,0.0,0.0,0.0,1
D,0.0,0,1.0,0.625,0.375,0.0,0.0,0
L,0.3333333333333333,1,1.0,0.4166666666666667,0.25,0.0,1.0,0
W,0.1428571428571428,1,0.6666666666666666,0.7857142857142857,0.0714285714285714,0.6666666666666666,0.3333333333333333,1
W,0.25,0,0.5,0.75,0.0,0.5,0.25,1
W,0.1428571428571428,0,0.4,0.7857142857142857,0.0714285714285714,0.2,0.6,0
W,0.4285714285714285,1,0.2,0.2142857142857142,0.3571428571428571,0.2,0.4,1
W,0.25,0,0.0,0.75,0.0,0.4,0.4,0
W,0.0,0,0.0,1.0,0.0,0.6,0.0,1
W,0.1428571428571428,0,0.0,0.8571428571428571,0.0,0.2,0.6,0
W,0.2142857142857142,0,0.0,0.5,0.2857142857142857,0.8,0.0,1
D,0.2857142857142857,1,0.0,0.3571428571428571,0.3571428571428571,0.0,0.8,0
W,0.25,0,0.2,0.4166666666666667,0.3333333333333333,0.0,0.8,1
L,0.1666666666666666,0,0.2,0.6666666666666666,0.1666666666666666,0.4,0.0,0
W,0.25,0,0.2,0.6666666666666666,0.0833333333333333,0.2,0.2,1
W,0.25,0,0.2,0.5,0.25,1.0,0.0,1
W,0.0714285714285714,1,0.2,0.5714285714285714,0.3571428571428571,0.2,0.6,0
W,0.1333333333333333,0,0.0,0.8,0.0666666666666666,0.0,0.6,1
W,0.2222222222222222,0,0.0,0.7777777777777778,0.0,0.6,0.2,0
L,0.2,0,0.0,0.5,0.3,0.4,0.4,0
W,0.2222222222222222,0,0.0,0.7777777777777778,0.0,0.4,0.2,1
W,0.2142857142857142,0,0.0,0.7142857142857143,0.0714285714285714,0.6,0.2,1
W,0.6666666666666666,0,0.0,0.3333333333333333,0.0,0.6,0.2,0
W,0.1111111111111111,0,0.0,0.5555555555555556,0.3333333333333333,0.4,0.4,1
D,0.1333333333333333,1,0.0,0.8,0.0666666666666666,0.4,0.4,0
L,0.3076923076923077,1,0.2,0.3846153846153846,0.3076923076923077,0.4,0.2,1
W,0.2,0,0.2,0.7333333333333333,0.0666666666666666,0.6,0.0,0
W,0.2307692307692307,0,0.2,0.6923076923076923,0.0769230769230769,0.6,0.2,0
W,0.2,0,0.2,0.6,0.2,0.6,0.0,0
W,0.1538461538461538,0,0.2,0.6153846153846154,0.2307692307692307,0.8,0.2,1
W,0.0666666666666666,1,0.0,0.6,0.3333333333333333,0.0,1.0,1
W,0.1333333333333333,0,0.0,0.8666666666666667,0.0,0.4,0.2,1
D,0.2,0,0.0,0.5333333333333333,0.2666666666666666,0.4,0.2,0
W,0.3333333333333333,1,0.2,0.3333333333333333,0.3333333333333333,0.2,0.2,1
D,0.2307692307692307,0,0.2,0.4615384615384615,0.3076923076923077,0.4,0.2,0
L,0.4,1,0.4,0.2666666666666666,0.3333333333333333,0.0,0.8,0
W,0.1818181818181818,0,0.4,0.4545454545454545,0.3636363636363636,0.6,0.2,1
W,0.0,0,0.4,1.0,0.0,0.0,0.4,0
D,0.1875,0,0.0,0.75,0.0625,0.0,0.0,1
W,0.1,0,1.0,0.6,0.3,1.0,0.0,0
L,0.0625,1,0.5,0.625,0.3125,0.0,0.6666666666666666,0
D,0.375,1,0.3333333333333333,0.25,0.375,0.0,0.75,0
W,0.1428571428571428,0,0.5,0.6428571428571429,0.2142857142857142,0.6,0.2,1
W,0.2857142857142857,0,0.4,0.4285714285714285,0.2857142857142857,0.4,0.4,0
W,0.1666666666666666,0,0.2,0.8333333333333334,0.0,0.2,0.6,1
D,0.125,0,0.2,0.8125,0.0625,0.4,0.2,0
W,0.1666666666666666,0,0.4,0.5,0.3333333333333333,0.6,0.4,1
W,0.0,0,0.2,0.0,0.0,0.2,0.8,1
L,0.3125,1,0.2,0.375,0.3125,0.2,0.4,0
W,0.0,0,0.2,0.0,0.0,0.2,0.6,1
D,0.125,0,0.2,0.875,0.0,0.4,0.6,0
W,0.2857142857142857,1,0.2,0.3571428571428571,0.3571428571428571,0.6,0.2,0
W,0.2,0,0.2,0.8,0.0,0.8,0.2,1
D,0.1875,1,0.2,0.75,0.0625,0.4,0.6,0
W,0.0,0,0.4,1.0,0.0,0.2,0.2,0
W,0.25,0,0.4,0.5,0.25,0.6,0.0,1
W,0.4117647058823529,1,0.2,0.2352941176470588,0.3529411764705882,0.0,0.4,1
W,0.0,0,0.2,1.0,0.0,0.2,0.8,1
W,0.1333333333333333,0,0.2,0.6666666666666666,0.2,0.8,0.2,0
W,0.1428571428571428,0,0.0,0.8571428571428571,0.0,0.4,0.6,0
W,0.1764705882352941,0,0.0,0.7647058823529411,0.0588235294117647,0.0,0.6,1
W,0.1538461538461538,0,0.0,0.5384615384615384,0.3076923076923077,0.0,0.6,0
W,0.2142857142857142,0,0.0,0.7142857142857143,0.0714285714285714,0.4,0.2,1
W,0.2666666666666666,0,0.0,0.4666666666666667,0.2666666666666666,0.2,0.2,1
W,0.2352941176470588,0,0.0,0.7058823529411765,0.0588235294117647,0.4,0.2,0
L,0.0588235294117647,1,0.0,0.5882352941176471,0.3529411764705882,0.2,0.6,1
L,0.2,0,0.0,0.7333333333333333,0.0666666666666666,0.4,0.4,0
W,0.1764705882352941,0,0.0,0.8235294117647058,0.0,0.8,0.0,1
W,0.1818181818181818,0,0.0,0.8181818181818182,0.0,0.8,0.0,0
W,0.0909090909090909,0,0.0,0.6363636363636364,0.2727272727272727,0.0,0.4,1
W,0.2352941176470588,1,0.0,0.7058823529411765,0.0588235294117647,0.2,0.8,1
W,0.2352941176470588,0,0.0,0.5294117647058824,0.2352941176470588,0.6,0.2,0
W,0.2666666666666666,1,0.0,0.4,0.3333333333333333,0.4,0.6,1
W,0.0,0,0.0,1.0,0.0,0.8,0.0,0
D,0.2941176470588235,1,0.0,0.3529411764705882,0.3529411764705882,0.2,0.6,1
W,0.0,0,0.2,1.0,0.0,0.8,0.0,0
W,0.2,0,0.0,0.8,0.0,0.0,0.0,1
L,0.0,0,0.0,0.0,0.0,1.0,0.0,0
W,0.0,0,0.0,1.0,0.0,0.5,0.5,0
W,0.3333333333333333,1,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1
W,0.2222222222222222,1,0.0,0.7222222222222222,0.0555555555555555,0.0,1.0,0
W,0.25,1,0.0,0.4375,0.3125,0.0,1.0,1
W,0.0,0,0.0,1.0,0.0,0.4,0.2,0
D,0.1666666666666666,0,0.0,0.8333333333333334,0.0,0.4,0.6,1
W,0.125,0,0.2,0.6875,0.1875,0.2,0.4,1
L,0.0555555555555555,1,0.2,0.5555555555555556,0.3888888888888889,0.4,0.6,0
W,0.25,0,0.2,0.5,0.25,0.6,0.4,1
L,0.3888888888888889,1,0.2,0.2777777777777778,0.3333333333333333,0.4,0.6,0
W,0.1666666666666666,0,0.2,0.7777777777777778,0.0555555555555555,0.2,0.2,1
W,0.0833333333333333,0,0.0,0.6666666666666666,0.25,0.6,0.2,0
W,0.1428571428571428,0,0.0,0.5714285714285714,0.2857142857142857,0.2,0.4,0
L,0.1666666666666666,0,0.0,0.8333333333333334,0.0,0.2,0.4,1
W,0.0,0,0.0,0.5,0.5,0.6,0.4,1
L,0.1875,0,0.0,0.6875,0.125,0.2,0.4,0
W,0.0,0,0.0,1.0,0.0,0.4,0.2,0
W,0.0,0,0.0,1.0,0.0,0.4,0.2,1
D,0.1818181818181818,0,0.0,0.8181818181818182,0.0,0.0,0.6,0
W,0.0,0,0.2,0.0,1.0,0.4,0.0,1
W,0.0,0,0.2,1.0,0.0,0.4,0.0,1
W,0.3157894736842105,1,0.2,0.3684210526315789,0.3157894736842105,0.0,0.6,0
W,0.0769230769230769,0,0.2,0.6923076923076923,0.2307692307692307,0.8,0.0,1
D,0.1578947368421052,0,0.2,0.7894736842105263,0.0526315789473684,0.2,0.2,0
L,0.1578947368421052,0,0.2,0.7894736842105263,0.0526315789473684,0.2,0.8,0
W,0.1333333333333333,0,0.2,0.6,0.2666666666666666,0.2,0.4,1
W,0.0,0,0.2,0.6666666666666666,0.3333333333333333,0.6,0.2,0
W,0.1764705882352941,0,0.2,0.6470588235294118,0.1764705882352941,0.0,0.6,1
W,0.0526315789473684,1,0.2,0.5263157894736842,0.4210526315789473,0.4,0.4,1
W,0.1176470588235294,0,0.0,0.7058823529411765,0.1764705882352941,0.4,0.6,0
L,0.3684210526315789,1,0.0,0.2631578947368421,0.3684210526315789,0.2,0.6,1
D,0.2352941176470588,0,0.0,0.5294117647058824,0.2352941176470588,0.2,0.4,0
W,0.2352941176470588,1,0.2,0.4705882352941176,0.2941176470588235,0.2,0.8,0
W,0.2105263157894736,1,0.2,0.7368421052631579,0.0526315789473684,0.2,0.8,1
W,0.2307692307692307,0,0.2,0.7692307692307693,0.0,0.4,0.6,0
W,0.0,0,0.2,1.0,0.0,0.4,0.2,1
W,0.2222222222222222,0,0.0,0.7222222222222222,0.0555555555555555,0.0,0.0,1
D,0.1666666666666666,0,0.0,0.6666666666666666,0.1666666666666666,0.0,0.0,0
W,0.125,0,0.5,0.625,0.25,1.0,0.0,1
